"","x"
"5836","NCC24"
"5837","SNU719"
"5838","NCC24"
"5839","SNU719"
"5840","SNU719"
"5841","NCC24"
"5842","SNU719"
"5843","NCC24"
"5844","NCC24"
"5845","SNU719"
"5846","NCC24"
"5847","SNU719"
"5848","SNU719"
"5849","NCC24"
"5850","SNU719"
"5851","SNU719"
"5852","SNU719"
"5853","SNU719"
"5854","NCC24"
"5855","SNU719"
"5856","SNU719"
"5857","SNU719"
"5858","NCC24"
"5859","SNU719"
"5860","SNU719"
"5861","SNU719"
"5862","SNU719"
"5863","NCC24"
"5864","NCC24"
"5865","NCC24"
"5866","NCC24"
"5867","SNU719"
"5868","SNU719"
"5869","NCC24"
"5870","SNU719"
"5871","SNU719"
"5872","NCC24"
"5873","SNU719"
"5874","SNU719"
"5875","SNU719"
"5876","NCC24"
"5877","NCC24"
"5878","NCC24"
"5879","SNU719"
"5880","SNU719"
"5881","SNU719"
"5882","SNU719"
"5883","SNU719"
"5884","SNU719"
"5885","NCC24"
"5886","SNU719"
"5887","SNU719"
"5888","NCC24"
"5889","SNU719"
"5890","SNU719"
"5891","SNU719"
"5892","SNU719"
"5893","NCC24"
"5894","SNU719"
"5895","SNU719"
"5896","SNU719"
"5897","SNU719"
"5898","SNU719"
"5899","NCC24"
"5900","SNU719"
"5901","SNU719"
"5902","SNU719"
"5903","SNU719"
"5904","NCC24"
"5905","SNU719"
"5906","SNU719"
"5907","NCC24"
"5908","SNU719"
"5909","NCC24"
"5910","SNU719"
"5911","SNU719"
"5912","SNU719"
"5913","SNU719"
"5914","SNU719"
"5915","SNU719"
"5916","SNU719"
"5917","SNU719"
"5918","SNU719"
"5919","NCC24"
"5920","SNU719"
"5921","SNU719"
"5922","NCC24"
"5923","SNU719"
"5924","SNU719"
"5925","SNU719"
"5926","NCC24"
"5927","SNU719"
"5928","SNU719"
"5929","NCC24"
"5930","SNU719"
"5931","NCC24"
"5932","SNU719"
"5933","NCC24"
"5934","SNU719"
"5935","SNU719"
"5936","SNU719"
"5937","SNU719"
"5938","SNU719"
"5939","SNU719"
"5940","SNU719"
"5941","NCC24"
"5942","SNU719"
"5943","SNU719"
"5944","SNU719"
"5945","SNU719"
"5946","SNU719"
"5947","SNU719"
"5948","SNU719"
"5949","NCC24"
"5950","NCC24"
"5951","SNU719"
"5952","SNU719"
"5953","SNU719"
"5954","SNU719"
"5955","NCC24"
"5956","SNU719"
"5957","NCC24"
"5958","NCC24"
"5959","SNU719"
"5960","SNU719"
"5961","SNU719"
"5962","SNU719"
"5963","SNU719"
"5964","NCC24"
"5965","SNU719"
"5966","SNU719"
"5967","SNU719"
"5968","SNU719"
"5969","SNU719"
"5970","NCC24"
"5971","NCC24"
"5972","SNU719"
"5973","SNU719"
"5974","NCC24"
"5975","SNU719"
"5976","SNU719"
"5977","SNU719"
"5978","SNU719"
"5979","SNU719"
"5980","SNU719"
"5981","SNU719"
"5982","NCC24"
"5983","NCC24"
"5984","NCC24"
"5985","SNU719"
"5986","NCC24"
"5987","SNU719"
"5988","SNU719"
"5989","SNU719"
"5990","SNU719"
"5991","SNU719"
"5992","SNU719"
"5993","NCC24"
"5994","SNU719"
"5995","SNU719"
"5996","SNU719"
"5997","NCC24"
"5998","NCC24"
"5999","NCC24"
"6000","NCC24"
"6001","SNU719"
"6002","SNU719"
"6003","SNU719"
"6004","SNU719"
"6005","SNU719"
"6006","SNU719"
"6007","SNU719"
"6008","SNU719"
"6009","NCC24"
"6010","SNU719"
"6011","SNU719"
"6012","SNU719"
"6013","SNU719"
"6014","SNU719"
"6015","SNU719"
"6016","NCC24"
"6017","NCC24"
"6018","SNU719"
"6019","NCC24"
"6020","SNU719"
"6021","SNU719"
"6022","SNU719"
"6023","SNU719"
"6024","SNU719"
"6025","NCC24"
"6026","SNU719"
"6027","SNU719"
"6028","SNU719"
"6029","SNU719"
"6030","SNU719"
"6031","NCC24"
"6032","SNU719"
"6033","SNU719"
"6034","SNU719"
"6035","NCC24"
"6036","NCC24"
"6037","SNU719"
"6038","SNU719"
"6039","NCC24"
"6040","NCC24"
"6041","SNU719"
"6042","NCC24"
"6043","SNU719"
"6044","SNU719"
"6045","SNU719"
"6046","SNU719"
"6047","NCC24"
"6048","SNU719"
"6049","NCC24"
"6050","SNU719"
"6051","NCC24"
"6052","SNU719"
"6053","SNU719"
"6054","SNU719"
"6055","SNU719"
"6056","SNU719"
"6057","NCC24"
"6058","SNU719"
"6059","SNU719"
"6060","SNU719"
"6061","SNU719"
"6062","SNU719"
"6063","SNU719"
"6064","SNU719"
"6065","SNU719"
"6066","NCC24"
"6067","SNU719"
"6068","SNU719"
"6069","SNU719"
"6070","SNU719"
"6071","SNU719"
"6072","SNU719"
"6073","SNU719"
"6074","NCC24"
"6075","SNU719"
"6076","SNU719"
"6077","SNU719"
"6078","SNU719"
"6079","SNU719"
"6080","SNU719"
"6081","SNU719"
"6082","SNU719"
"6083","SNU719"
"6084","NCC24"
"6085","NCC24"
"6086","SNU719"
"6087","SNU719"
"6088","SNU719"
"6089","SNU719"
"6090","SNU719"
"6091","SNU719"
"6092","SNU719"
"6093","NCC24"
"6094","SNU719"
"6095","SNU719"
"6096","SNU719"
"6097","NCC24"
"6098","SNU719"
"6099","SNU719"
"6100","NCC24"
"6101","NCC24"
"6102","SNU719"
"6103","NCC24"
"6104","NCC24"
"6105","SNU719"
"6106","SNU719"
"6107","SNU719"
"6108","SNU719"
"6109","SNU719"
"6110","SNU719"
"6111","SNU719"
"6112","SNU719"
"6113","NCC24"
"6114","SNU719"
"6115","SNU719"
"6116","NCC24"
"6117","NCC24"
"6118","SNU719"
"6119","NCC24"
"6120","NCC24"
"6121","NCC24"
"6122","NCC24"
"6123","SNU719"
"6124","NCC24"
"6125","NCC24"
"6126","SNU719"
"6127","NCC24"
"6128","NCC24"
"6129","NCC24"
"6130","SNU719"
"6131","NCC24"
"6132","SNU719"
"6133","NCC24"
"6134","SNU719"
"6135","SNU719"
"6136","NCC24"
"6137","SNU719"
"6138","SNU719"
"6139","SNU719"
"6140","SNU719"
"6141","SNU719"
"6142","SNU719"
"6143","SNU719"
"6144","SNU719"
"6145","SNU719"
"6146","SNU719"
"6147","SNU719"
"6148","SNU719"
"6149","SNU719"
"6150","NCC24"
"6151","NCC24"
"6152","NCC24"
"6153","SNU719"
"6154","SNU719"
"6155","SNU719"
"6156","SNU719"
"6157","NCC24"
"6158","SNU719"
"6159","NCC24"
"6160","SNU719"
"6161","SNU719"
"6162","SNU719"
"6163","SNU719"
"6164","SNU719"
"6165","NCC24"
"6166","SNU719"
"6167","NCC24"
"6168","SNU719"
"6169","SNU719"
"6170","SNU719"
"6171","NCC24"
"6172","NCC24"
"6173","SNU719"
"6174","NCC24"
"6175","SNU719"
"6176","NCC24"
"6177","NCC24"
"6178","SNU719"
"6179","SNU719"
"6180","SNU719"
"6181","NCC24"
"6182","SNU719"
"6183","SNU719"
"6184","SNU719"
"6185","SNU719"
"6186","SNU719"
"6187","NCC24"
"6188","SNU719"
"6189","SNU719"
"6190","NCC24"
"6191","SNU719"
"6192","SNU719"
"6193","SNU719"
"6194","SNU719"
"6195","SNU719"
"6196","NCC24"
"6197","SNU719"
"6198","SNU719"
"6199","SNU719"
"6200","NCC24"
"6201","SNU719"
"6202","SNU719"
"6203","NCC24"
"6204","NCC24"
"6205","SNU719"
"6206","SNU719"
"6207","SNU719"
"6208","SNU719"
"6209","SNU719"
"6210","SNU719"
"6211","NCC24"
"6212","SNU719"
"6213","NCC24"
"6214","NCC24"
"6215","SNU719"
"6216","SNU719"
"6217","NCC24"
"6218","NCC24"
"6219","SNU719"
"6220","SNU719"
"6221","SNU719"
"6222","SNU719"
"6223","SNU719"
"6224","SNU719"
"6225","NCC24"
"6226","NCC24"
"6227","SNU719"
"6228","SNU719"
"6229","NCC24"
"6230","SNU719"
"6231","SNU719"
"6232","SNU719"
"6233","SNU719"
"6234","SNU719"
"6235","SNU719"
"6236","SNU719"
"6237","SNU719"
"6238","SNU719"
"6239","SNU719"
"6240","NCC24"
"6241","SNU719"
"6242","SNU719"
"6243","NCC24"
"6244","NCC24"
"6245","NCC24"
"6246","NCC24"
"6247","SNU719"
"6248","SNU719"
"6249","SNU719"
"6250","SNU719"
"6251","SNU719"
"6252","SNU719"
"6253","SNU719"
"6254","NCC24"
"6255","NCC24"
"6256","SNU719"
"6257","NCC24"
"6258","SNU719"
"6259","SNU719"
"6260","NCC24"
"6261","SNU719"
"6262","SNU719"
"6263","SNU719"
"6264","SNU719"
"6265","SNU719"
"6266","SNU719"
"6267","SNU719"
"6268","SNU719"
"6269","SNU719"
"6270","SNU719"
"6271","NCC24"
"6272","SNU719"
"6273","SNU719"
"6274","SNU719"
"6275","NCC24"
"6276","SNU719"
"6277","NCC24"
"6278","SNU719"
"6279","SNU719"
"6280","SNU719"
"6281","SNU719"
"6282","NCC24"
"6283","NCC24"
"6284","NCC24"
"6285","SNU719"
"6286","SNU719"
"6287","SNU719"
"6288","SNU719"
"6289","SNU719"
"6290","SNU719"
"6291","SNU719"
"6292","SNU719"
"6293","NCC24"
"6294","SNU719"
"6295","NCC24"
"6296","SNU719"
"6297","SNU719"
"6298","NCC24"
"6299","NCC24"
"6300","SNU719"
"6301","SNU719"
"6302","SNU719"
"6303","NCC24"
"6304","SNU719"
"6305","SNU719"
"6306","SNU719"
"6307","SNU719"
"6308","SNU719"
"6309","NCC24"
"6310","NCC24"
"6311","NCC24"
"6312","SNU719"
"6313","SNU719"
"6314","SNU719"
"6315","NCC24"
"6316","SNU719"
"6317","SNU719"
"6318","NCC24"
"6319","NCC24"
"6320","NCC24"
"6321","SNU719"
"6322","SNU719"
"6323","NCC24"
"6324","NCC24"
"6325","SNU719"
"6326","SNU719"
"6327","NCC24"
"6328","NCC24"
"6329","SNU719"
"6330","NCC24"
"6331","NCC24"
"6332","SNU719"
"6333","SNU719"
"6334","SNU719"
"6335","SNU719"
"6336","SNU719"
"6337","SNU719"
"6338","SNU719"
"6339","SNU719"
"6340","SNU719"
"6341","NCC24"
"6342","NCC24"
"6343","SNU719"
"6344","SNU719"
"6345","SNU719"
"6346","SNU719"
"6347","SNU719"
"6348","SNU719"
"6349","NCC24"
"6350","NCC24"
"6351","SNU719"
"6352","SNU719"
"6353","SNU719"
"6354","SNU719"
"6355","NCC24"
"6356","NCC24"
"6357","SNU719"
"6358","SNU719"
"6359","SNU719"
"6360","SNU719"
"6361","SNU719"
"6362","SNU719"
"6363","SNU719"
"6364","SNU719"
"6365","SNU719"
"6366","NCC24"
"6367","NCC24"
"6368","SNU719"
"6369","SNU719"
"6370","SNU719"
"6371","NCC24"
"6372","SNU719"
"6373","NCC24"
"6374","SNU719"
"6375","SNU719"
"6376","SNU719"
"6377","SNU719"
"6378","SNU719"
"6379","SNU719"
"6380","NCC24"
"6381","SNU719"
"6382","SNU719"
"6383","SNU719"
"6384","SNU719"
"6385","SNU719"
"6386","SNU719"
"6387","NCC24"
"6388","SNU719"
"6389","SNU719"
"6390","SNU719"
"6391","SNU719"
"6392","NCC24"
"6393","SNU719"
"6394","SNU719"
"6395","SNU719"
"6396","SNU719"
"6397","NCC24"
"6398","SNU719"
"6399","SNU719"
"6400","NCC24"
"6401","SNU719"
"6402","SNU719"
"6403","SNU719"
"6404","SNU719"
"6405","SNU719"
"6406","NCC24"
"6407","SNU719"
"6408","NCC24"
"6409","SNU719"
"6410","NCC24"
"6411","NCC24"
"6412","NCC24"
"6413","SNU719"
"6414","SNU719"
"6415","SNU719"
"6416","SNU719"
"6417","SNU719"
"6418","NCC24"
"6419","SNU719"
"6420","NCC24"
"6421","NCC24"
"6422","NCC24"
"6423","SNU719"
"6424","NCC24"
"6425","SNU719"
"6426","SNU719"
"6427","SNU719"
"6428","NCC24"
"6429","SNU719"
"6430","SNU719"
"6431","SNU719"
"6432","SNU719"
"6433","NCC24"
"6434","SNU719"
"6435","SNU719"
"6436","NCC24"
"6437","SNU719"
"6438","SNU719"
"6439","SNU719"
"6440","SNU719"
"6441","NCC24"
"6442","SNU719"
"6443","NCC24"
"6444","NCC24"
"6445","SNU719"
"6446","SNU719"
"6447","NCC24"
"6448","NCC24"
"6449","NCC24"
"6450","SNU719"
"6451","NCC24"
"6452","SNU719"
"6453","NCC24"
"6454","SNU719"
"6455","SNU719"
"6456","SNU719"
"6457","SNU719"
"6458","SNU719"
"6459","SNU719"
"6460","SNU719"
"6461","SNU719"
"6462","SNU719"
"6463","NCC24"
"6464","SNU719"
"6465","SNU719"
"6466","SNU719"
"6467","SNU719"
"6468","SNU719"
"6469","NCC24"
"6470","NCC24"
"6471","NCC24"
"6472","SNU719"
"6473","SNU719"
"6474","SNU719"
"6475","SNU719"
"6476","NCC24"
"6477","SNU719"
"6478","SNU719"
"6479","SNU719"
"6480","SNU719"
"6481","SNU719"
"6482","SNU719"
"6483","SNU719"
"6484","NCC24"
"6485","SNU719"
"6486","SNU719"
"6487","SNU719"
"6488","NCC24"
"6489","SNU719"
"6490","NCC24"
"6491","SNU719"
"6492","SNU719"
"6493","NCC24"
"6494","NCC24"
"6495","SNU719"
"6496","SNU719"
"6497","SNU719"
"6498","NCC24"
"6499","SNU719"
"6500","NCC24"
"6501","SNU719"
"6502","SNU719"
"6503","SNU719"
"6504","SNU719"
"6505","NCC24"
"6506","SNU719"
"6507","SNU719"
"6508","SNU719"
"6509","SNU719"
"6510","NCC24"
"6511","NCC24"
"6512","SNU719"
"6513","SNU719"
"6514","SNU719"
"6515","SNU719"
"6516","SNU719"
"6517","SNU719"
"6518","SNU719"
"6519","NCC24"
"6520","SNU719"
"6521","SNU719"
"6522","SNU719"
"6523","SNU719"
"6524","SNU719"
"6525","SNU719"
"6526","SNU719"
"6527","SNU719"
"6528","SNU719"
"6529","SNU719"
"6530","SNU719"
"6531","NCC24"
"6532","NCC24"
"6533","SNU719"
"6534","NCC24"
"6535","SNU719"
"6536","SNU719"
"6537","SNU719"
"6538","SNU719"
"6539","SNU719"
"6540","SNU719"
"6541","NCC24"
"6542","NCC24"
"6543","NCC24"
"6544","SNU719"
"6545","SNU719"
"6546","SNU719"
"6547","NCC24"
"6548","SNU719"
"6549","SNU719"
"6550","SNU719"
"6551","SNU719"
"6552","SNU719"
"6553","SNU719"
"6554","NCC24"
"6555","SNU719"
"6556","NCC24"
"6557","NCC24"
"6558","SNU719"
"6559","SNU719"
"6560","SNU719"
"6561","SNU719"
"6562","SNU719"
"6563","SNU719"
"6564","NCC24"
"6565","SNU719"
"6566","SNU719"
"6567","SNU719"
"6568","SNU719"
"6569","SNU719"
"6570","NCC24"
"6571","NCC24"
"6572","NCC24"
"6573","SNU719"
"6574","SNU719"
"6575","SNU719"
"6576","SNU719"
"6577","SNU719"
"6578","NCC24"
"6579","SNU719"
"6580","SNU719"
"6581","SNU719"
"6582","NCC24"
"6583","SNU719"
"6584","SNU719"
"6585","SNU719"
"6586","SNU719"
"6587","SNU719"
"6588","SNU719"
"6589","NCC24"
"6590","SNU719"
"6591","SNU719"
"6592","SNU719"
"6593","NCC24"
"6594","NCC24"
"6595","NCC24"
"6596","SNU719"
"6597","SNU719"
"6598","SNU719"
"6599","SNU719"
"6600","SNU719"
"6601","SNU719"
"6602","SNU719"
"6603","SNU719"
"6604","SNU719"
"6605","NCC24"
"6606","SNU719"
"6607","NCC24"
"6608","SNU719"
"6609","NCC24"
"6610","SNU719"
"6611","SNU719"
"6612","NCC24"
"6613","SNU719"
"6614","SNU719"
"6615","NCC24"
"6616","SNU719"
"6617","NCC24"
"6618","SNU719"
"6619","SNU719"
"6620","NCC24"
"6621","SNU719"
"6622","SNU719"
"6623","SNU719"
"6624","NCC24"
"6625","SNU719"
"6626","SNU719"
"6627","NCC24"
"6628","SNU719"
"6629","SNU719"
"6630","NCC24"
"6631","SNU719"
"6632","NCC24"
"6633","SNU719"
"6634","SNU719"
"6635","SNU719"
"6636","SNU719"
"6637","SNU719"
"6638","SNU719"
"6639","SNU719"
"6640","SNU719"
"6641","NCC24"
"6642","NCC24"
"6643","NCC24"
"6644","SNU719"
"6645","SNU719"
"6646","SNU719"
"6647","SNU719"
"6648","SNU719"
"6649","SNU719"
"6650","NCC24"
"6651","SNU719"
"6652","SNU719"
"6653","SNU719"
"6654","SNU719"
"6655","NCC24"
"6656","SNU719"
"6657","SNU719"
"6658","SNU719"
"6659","SNU719"
"6660","NCC24"
"6661","SNU719"
"6662","SNU719"
"6663","SNU719"
"6664","SNU719"
"6665","SNU719"
"6666","SNU719"
"6667","SNU719"
"6668","SNU719"
"6669","SNU719"
"6670","NCC24"
"6671","NCC24"
"6672","SNU719"
"6673","SNU719"
"6674","NCC24"
"6675","NCC24"
"6676","SNU719"
"6677","SNU719"
"6678","NCC24"
"6679","SNU719"
"6680","NCC24"
"6681","SNU719"
"6682","NCC24"
"6683","SNU719"
"6684","NCC24"
"6685","NCC24"
"6686","NCC24"
"6687","SNU719"
"6688","SNU719"
"6689","SNU719"
"6690","SNU719"
"6691","SNU719"
"6692","SNU719"
"6693","SNU719"
"6694","SNU719"
"6695","SNU719"
"6696","SNU719"
"6697","SNU719"
"6698","SNU719"
"6699","SNU719"
"6700","SNU719"
"6701","SNU719"
"6702","NCC24"
"6703","NCC24"
"6704","NCC24"
"6705","SNU719"
"6706","SNU719"
"6707","SNU719"
"6708","SNU719"
"6709","SNU719"
"6710","NCC24"
"6711","SNU719"
"6712","SNU719"
"6713","SNU719"
"6714","SNU719"
"6715","SNU719"
"6716","SNU719"
"6717","SNU719"
"6718","SNU719"
"6719","SNU719"
"6720","SNU719"
"6721","SNU719"
"6722","NCC24"
"6723","NCC24"
"6724","SNU719"
"6725","SNU719"
"6726","SNU719"
"6727","NCC24"
"6728","NCC24"
"6729","SNU719"
"6730","SNU719"
"6731","SNU719"
"6732","SNU719"
"6733","NCC24"
"6734","SNU719"
"6735","SNU719"
"6736","SNU719"
"6737","SNU719"
"6738","NCC24"
"6739","SNU719"
"6740","NCC24"
"6741","NCC24"
"6742","NCC24"
"6743","SNU719"
"6744","NCC24"
"6745","SNU719"
"6746","SNU719"
"6747","SNU719"
"6748","SNU719"
"6749","SNU719"
"6750","SNU719"
"6751","NCC24"
"6752","SNU719"
"6753","SNU719"
"6754","SNU719"
"6755","SNU719"
"6756","SNU719"
"6757","SNU719"
"6758","SNU719"
"6759","SNU719"
"6760","SNU719"
"6761","SNU719"
"6762","SNU719"
"6763","SNU719"
"6764","SNU719"
"6765","SNU719"
"6766","SNU719"
"6767","NCC24"
"6768","NCC24"
"6769","SNU719"
"6770","SNU719"
"6771","SNU719"
"6772","NCC24"
"6773","SNU719"
"6774","NCC24"
"6775","NCC24"
"6776","SNU719"
"6777","SNU719"
"6778","SNU719"
"6779","SNU719"
"6780","SNU719"
"6781","SNU719"
"6782","SNU719"
"6783","NCC24"
"6784","SNU719"
"6785","NCC24"
"6786","SNU719"
"6787","SNU719"
"6788","NCC24"
"6789","SNU719"
"6790","NCC24"
"6791","SNU719"
"6792","SNU719"
"6793","SNU719"
"6794","SNU719"
"6795","NCC24"
"6796","SNU719"
"6797","SNU719"
"6798","SNU719"
"6799","NCC24"
"6800","NCC24"
"6801","SNU719"
"6802","SNU719"
"6803","SNU719"
"6804","SNU719"
"6805","NCC24"
"6806","SNU719"
"6807","SNU719"
"6808","SNU719"
"6809","SNU719"
"6810","SNU719"
"6811","SNU719"
"6812","SNU719"
"6813","SNU719"
"6814","SNU719"
"6815","SNU719"
"6816","SNU719"
"6817","SNU719"
"6818","NCC24"
"6819","SNU719"
"6820","NCC24"
"6821","SNU719"
"6822","SNU719"
"6823","NCC24"
"6824","SNU719"
"6825","SNU719"
"6826","SNU719"
"6827","SNU719"
"6828","NCC24"
"6829","SNU719"
"6830","NCC24"
"6831","SNU719"
"6832","SNU719"
"6833","SNU719"
"6834","SNU719"
"6835","NCC24"
"6836","SNU719"
"6837","SNU719"
"6838","SNU719"
"6839","NCC24"
"6840","SNU719"
"6841","NCC24"
"6842","SNU719"
"6843","SNU719"
"6844","SNU719"
"6845","SNU719"
"6846","SNU719"
"6847","NCC24"
"6848","NCC24"
"6849","SNU719"
"6850","SNU719"
"6851","SNU719"
"6852","SNU719"
"6853","SNU719"
"6854","NCC24"
"6855","SNU719"
"6856","SNU719"
"6857","SNU719"
"6858","SNU719"
"6859","SNU719"
"6860","NCC24"
"6861","SNU719"
"6862","NCC24"
"6863","SNU719"
"6864","SNU719"
"6865","NCC24"
"6866","SNU719"
"6867","SNU719"
"6868","SNU719"
"6869","SNU719"
"6870","SNU719"
"6871","SNU719"
"6872","SNU719"
"6873","SNU719"
"6874","SNU719"
"6875","SNU719"
"6876","SNU719"
"6877","SNU719"
"6878","NCC24"
"6879","SNU719"
"6880","SNU719"
"6881","SNU719"
"6882","SNU719"
"6883","NCC24"
"6884","SNU719"
"6885","NCC24"
"6886","SNU719"
"6887","NCC24"
"6888","NCC24"
"6889","SNU719"
"6890","SNU719"
"6891","SNU719"
"6892","SNU719"
"6893","SNU719"
"6894","NCC24"
"6895","SNU719"
"6896","SNU719"
"6897","NCC24"
"6898","NCC24"
"6899","NCC24"
"6900","NCC24"
"6901","SNU719"
"6902","SNU719"
"6903","SNU719"
"6904","SNU719"
"6905","SNU719"
"6906","NCC24"
"6907","SNU719"
"6908","SNU719"
"6909","SNU719"
"6910","NCC24"
"6911","SNU719"
"6912","SNU719"
"6913","SNU719"
"6914","NCC24"
"6915","SNU719"
"6916","SNU719"
"6917","SNU719"
"6918","NCC24"
"6919","NCC24"
"6920","SNU719"
"6921","NCC24"
"6922","NCC24"
"6923","SNU719"
"6924","SNU719"
"6925","SNU719"
"6926","NCC24"
"6927","NCC24"
"6928","SNU719"
"6929","SNU719"
"6930","SNU719"
"6931","NCC24"
"6932","SNU719"
"6933","SNU719"
"6934","NCC24"
"6935","SNU719"
"6936","SNU719"
"6937","SNU719"
"6938","SNU719"
"6939","NCC24"
"6940","SNU719"
"6941","SNU719"
"6942","SNU719"
"6943","SNU719"
"6944","SNU719"
"6945","SNU719"
"6946","SNU719"
"6947","SNU719"
"6948","SNU719"
"6949","SNU719"
"6950","SNU719"
"6951","SNU719"
"6952","SNU719"
"6953","SNU719"
"6954","SNU719"
"6955","NCC24"
"6956","SNU719"
"6957","NCC24"
"6958","SNU719"
"6959","NCC24"
"6960","SNU719"
"6961","SNU719"
"6962","SNU719"
"6963","NCC24"
"6964","NCC24"
"6965","NCC24"
"6966","NCC24"
"6967","SNU719"
"6968","SNU719"
"6969","SNU719"
"6970","SNU719"
"6971","SNU719"
"6972","SNU719"
"6973","NCC24"
"6974","NCC24"
"6975","SNU719"
"6976","SNU719"
"6977","SNU719"
"6978","NCC24"
"6979","NCC24"
"6980","SNU719"
"6981","SNU719"
"6982","SNU719"
"6983","NCC24"
"6984","SNU719"
"6985","NCC24"
"6986","NCC24"
"6987","SNU719"
"6988","SNU719"
"6989","NCC24"
"6990","SNU719"
"6991","SNU719"
"6992","SNU719"
"6993","SNU719"
"6994","SNU719"
"6995","SNU719"
"6996","NCC24"
"6997","SNU719"
"6998","NCC24"
"6999","SNU719"
"7000","SNU719"
"7001","SNU719"
"7002","SNU719"
"7003","SNU719"
"7004","SNU719"
"7005","NCC24"
"7006","NCC24"
"7007","SNU719"
"7008","SNU719"
"7009","NCC24"
"7010","SNU719"
"7011","SNU719"
"7012","SNU719"
"7013","SNU719"
"7014","SNU719"
"7015","SNU719"
"7016","SNU719"
"7017","SNU719"
"7018","SNU719"
"7019","SNU719"
"7020","NCC24"
"7021","NCC24"
"7022","NCC24"
"7023","SNU719"
"7024","SNU719"
"7025","NCC24"
"7026","SNU719"
"7027","NCC24"
"7028","SNU719"
"7029","SNU719"
"7030","SNU719"
"7031","SNU719"
"7032","SNU719"
"7033","SNU719"
"7034","SNU719"
"7035","SNU719"
"7036","NCC24"
"7037","NCC24"
"7038","SNU719"
"7039","SNU719"
"7040","NCC24"
"7041","NCC24"
"7042","SNU719"
"7043","NCC24"
"7044","NCC24"
"7045","NCC24"
"7046","NCC24"
"7047","SNU719"
"7048","NCC24"
"7049","SNU719"
"7050","NCC24"
"7051","SNU719"
"7052","SNU719"
"7053","SNU719"
"7054","SNU719"
"7055","NCC24"
"7056","SNU719"
"7057","NCC24"
"7058","SNU719"
"7059","NCC24"
"7060","SNU719"
"7061","SNU719"
"7062","NCC24"
"7063","SNU719"
"7064","SNU719"
"7065","SNU719"
"7066","SNU719"
"7067","NCC24"
"7068","NCC24"
"7069","NCC24"
"7070","SNU719"
"7071","NCC24"
"7072","NCC24"
"7073","SNU719"
"7074","SNU719"
"7075","NCC24"
"7076","SNU719"
"7077","SNU719"
"7078","SNU719"
"7079","SNU719"
"7080","SNU719"
"7081","NCC24"
"7082","SNU719"
"7083","SNU719"
"7084","NCC24"
"7085","SNU719"
"7086","SNU719"
"7087","SNU719"
"7088","SNU719"
"7089","SNU719"
"7090","SNU719"
"7091","SNU719"
"7092","SNU719"
"7093","SNU719"
"7094","SNU719"
"7095","SNU719"
"7096","SNU719"
"7097","NCC24"
"7098","SNU719"
"7099","SNU719"
"7100","SNU719"
"7101","SNU719"
"7102","NCC24"
"7103","SNU719"
"7104","NCC24"
"7105","SNU719"
"7106","SNU719"
"7107","SNU719"
"7108","SNU719"
"7109","SNU719"
"7110","NCC24"
"7111","SNU719"
"7112","SNU719"
"7113","SNU719"
"7114","SNU719"
"7115","SNU719"
"7116","SNU719"
"7117","NCC24"
"7118","NCC24"
"7119","SNU719"
"7120","SNU719"
"7121","SNU719"
"7122","NCC24"
"7123","SNU719"
"7124","SNU719"
"7125","SNU719"
"7126","SNU719"
"7127","SNU719"
"7128","NCC24"
"7129","SNU719"
"7130","SNU719"
"7131","SNU719"
"7132","SNU719"
"7133","SNU719"
"7134","NCC24"
"7135","NCC24"
"7136","SNU719"
"7137","SNU719"
"7138","SNU719"
"7139","NCC24"
"7140","SNU719"
"7141","SNU719"
"7142","SNU719"
"7143","NCC24"
"7144","SNU719"
"7145","NCC24"
"7146","SNU719"
"7147","SNU719"
"7148","SNU719"
"7149","SNU719"
"7150","SNU719"
"7151","SNU719"
"7152","SNU719"
"7153","SNU719"
"7154","NCC24"
"7155","SNU719"
"7156","SNU719"
"7157","SNU719"
"7158","NCC24"
"7159","SNU719"
"7160","SNU719"
"7161","NCC24"
"7162","SNU719"
"7163","NCC24"
"7164","SNU719"
"7165","SNU719"
"7166","SNU719"
"7167","SNU719"
"7168","NCC24"
"7169","SNU719"
"7170","NCC24"
"7171","SNU719"
"7172","SNU719"
"7173","SNU719"
"7174","NCC24"
"7175","SNU719"
"7176","NCC24"
"7177","SNU719"
"7178","NCC24"
"7179","NCC24"
"7180","SNU719"
"7181","SNU719"
"7182","SNU719"
"7183","SNU719"
"7184","SNU719"
"7185","SNU719"
"7186","SNU719"
"7187","SNU719"
"7188","SNU719"
"7189","SNU719"
"7190","SNU719"
"7191","SNU719"
"7192","NCC24"
"7193","SNU719"
"7194","NCC24"
"7195","SNU719"
"7196","SNU719"
"7197","NCC24"
"7198","NCC24"
"7199","SNU719"
"7200","NCC24"
"7201","SNU719"
"7202","SNU719"
"7203","SNU719"
"7204","SNU719"
"7205","SNU719"
"7206","SNU719"
"7207","SNU719"
"7208","SNU719"
"7209","SNU719"
"7210","SNU719"
"7211","SNU719"
"7212","SNU719"
"7213","SNU719"
"7214","NCC24"
"7215","NCC24"
"7216","SNU719"
"7217","SNU719"
"7218","NCC24"
"7219","SNU719"
"7220","NCC24"
"7221","SNU719"
"7222","SNU719"
"7223","SNU719"
"7224","NCC24"
"7225","SNU719"
"7226","SNU719"
"7227","SNU719"
"7228","SNU719"
"7229","NCC24"
"7230","NCC24"
"7231","SNU719"
"7232","SNU719"
"7233","SNU719"
"7234","NCC24"
