"","x"
"2963","SNU719"
"2964","SNU719"
"2965","NCC24"
"2966","SNU719"
"2967","SNU719"
"2968","SNU719"
"2969","NCC24"
"2970","SNU719"
"2971","NCC24"
"2972","SNU719"
"2973","NCC24"
"2974","NCC24"
"2975","SNU719"
"2976","SNU719"
"2977","NCC24"
"2978","NCC24"
"2979","SNU719"
"2980","SNU719"
"2981","NCC24"
"2982","SNU719"
"2983","SNU719"
"2984","NCC24"
"2985","SNU719"
"2986","SNU719"
"2987","SNU719"
"2988","SNU719"
"2989","SNU719"
"2990","NCC24"
"2991","SNU719"
"2992","SNU719"
"2993","SNU719"
"2994","SNU719"
"2995","SNU719"
"2996","SNU719"
"2997","NCC24"
"2998","SNU719"
"2999","NCC24"
"3000","SNU719"
"3001","SNU719"
"3002","NCC24"
"3003","SNU719"
"3004","SNU719"
"3005","NCC24"
"3006","SNU719"
"3007","SNU719"
"3008","SNU719"
"3009","SNU719"
"3010","NCC24"
"3011","SNU719"
"3012","NCC24"
"3013","SNU719"
"3014","NCC24"
"3015","SNU719"
"3016","NCC24"
"3017","SNU719"
"3018","SNU719"
"3019","SNU719"
"3020","SNU719"
"3021","NCC24"
"3022","SNU719"
"3023","NCC24"
"3024","NCC24"
"3025","SNU719"
"3026","SNU719"
"3027","SNU719"
"3028","NCC24"
"3029","SNU719"
"3030","SNU719"
"3031","NCC24"
"3032","SNU719"
"3033","SNU719"
"3034","SNU719"
"3035","SNU719"
"3036","NCC24"
"3037","SNU719"
"3038","SNU719"
"3039","SNU719"
"3040","SNU719"
"3041","SNU719"
"3042","SNU719"
"3043","SNU719"
"3044","SNU719"
"3045","NCC24"
"3046","SNU719"
"3047","NCC24"
"3048","SNU719"
"3049","SNU719"
"3050","SNU719"
"3051","SNU719"
"3052","NCC24"
"3053","SNU719"
"3054","SNU719"
"3055","SNU719"
"3056","SNU719"
"3057","SNU719"
"3058","SNU719"
"3059","SNU719"
"3060","NCC24"
"3061","SNU719"
"3062","SNU719"
"3063","NCC24"
"3064","SNU719"
"3065","NCC24"
"3066","NCC24"
"3067","SNU719"
"3068","SNU719"
"3069","NCC24"
"3070","NCC24"
"3071","SNU719"
"3072","NCC24"
"3073","NCC24"
"3074","SNU719"
"3075","SNU719"
"3076","SNU719"
"3077","NCC24"
"3078","SNU719"
"3079","SNU719"
"3080","SNU719"
"3081","NCC24"
"3082","SNU719"
"3083","SNU719"
"3084","SNU719"
"3085","SNU719"
"3086","NCC24"
"3087","NCC24"
"3088","SNU719"
"3089","NCC24"
"3090","SNU719"
"3091","SNU719"
"3092","SNU719"
"3093","SNU719"
"3094","SNU719"
"3095","SNU719"
"3096","SNU719"
"3097","NCC24"
"3098","SNU719"
"3099","SNU719"
"3100","SNU719"
"3101","SNU719"
"3102","SNU719"
"3103","NCC24"
"3104","NCC24"
"3105","SNU719"
"3106","SNU719"
"3107","SNU719"
"3108","SNU719"
"3109","SNU719"
"3110","SNU719"
"3111","SNU719"
"3112","SNU719"
"3113","SNU719"
"3114","SNU719"
"3115","SNU719"
"3116","SNU719"
"3117","SNU719"
"3118","SNU719"
"3119","NCC24"
"3120","SNU719"
"3121","SNU719"
"3122","SNU719"
"3123","NCC24"
"3124","SNU719"
"3125","SNU719"
"3126","SNU719"
"3127","SNU719"
"3128","SNU719"
"3129","SNU719"
"3130","SNU719"
"3131","SNU719"
"3132","NCC24"
"3133","NCC24"
"3134","NCC24"
"3135","NCC24"
"3136","SNU719"
"3137","SNU719"
"3138","SNU719"
"3139","NCC24"
"3140","SNU719"
"3141","SNU719"
"3142","SNU719"
"3143","NCC24"
"3144","SNU719"
"3145","NCC24"
"3146","SNU719"
"3147","SNU719"
"3148","SNU719"
"3149","SNU719"
"3150","SNU719"
"3151","SNU719"
"3152","SNU719"
"3153","SNU719"
"3154","SNU719"
"3155","NCC24"
"3156","SNU719"
"3157","SNU719"
"3158","NCC24"
"3159","NCC24"
"3160","SNU719"
"3161","SNU719"
"3162","SNU719"
"3163","SNU719"
"3164","SNU719"
"3165","SNU719"
"3166","SNU719"
"3167","SNU719"
"3168","SNU719"
"3169","SNU719"
"3170","SNU719"
"3171","NCC24"
"3172","NCC24"
"3173","SNU719"
"3174","NCC24"
"3175","SNU719"
"3176","SNU719"
"3177","NCC24"
"3178","SNU719"
"3179","SNU719"
"3180","NCC24"
"3181","SNU719"
"3182","SNU719"
"3183","SNU719"
"3184","SNU719"
"3185","NCC24"
"3186","SNU719"
"3187","NCC24"
"3188","SNU719"
"3189","SNU719"
"3190","SNU719"
"3191","SNU719"
"3192","SNU719"
"3193","SNU719"
"3194","SNU719"
"3195","SNU719"
"3196","SNU719"
"3197","SNU719"
"3198","SNU719"
"3199","NCC24"
"3200","SNU719"
"3201","SNU719"
"3202","SNU719"
"3203","NCC24"
"3204","SNU719"
"3205","NCC24"
"3206","SNU719"
"3207","NCC24"
"3208","SNU719"
"3209","SNU719"
"3210","NCC24"
"3211","SNU719"
"3212","SNU719"
"3213","NCC24"
"3214","NCC24"
"3215","NCC24"
"3216","NCC24"
"3217","SNU719"
"3218","SNU719"
"3219","SNU719"
"3220","SNU719"
"3221","SNU719"
"3222","SNU719"
"3223","SNU719"
"3224","SNU719"
"3225","SNU719"
"3226","SNU719"
"3227","SNU719"
"3228","SNU719"
"3229","SNU719"
"3230","SNU719"
"3231","SNU719"
"3232","SNU719"
"3233","NCC24"
"3234","SNU719"
"3235","SNU719"
"3236","NCC24"
"3237","SNU719"
"3238","SNU719"
"3239","SNU719"
"3240","SNU719"
"3241","NCC24"
"3242","NCC24"
"3243","SNU719"
"3244","SNU719"
"3245","SNU719"
"3246","SNU719"
"3247","SNU719"
"3248","SNU719"
"3249","SNU719"
"3250","SNU719"
"3251","NCC24"
"3252","SNU719"
"3253","NCC24"
"3254","NCC24"
"3255","NCC24"
"3256","SNU719"
"3257","NCC24"
"3258","SNU719"
"3259","SNU719"
"3260","SNU719"
"3261","NCC24"
"3262","SNU719"
"3263","SNU719"
"3264","NCC24"
"3265","SNU719"
"3266","SNU719"
"3267","SNU719"
"3268","NCC24"
"3269","SNU719"
"3270","SNU719"
"3271","SNU719"
"3272","SNU719"
"3273","SNU719"
"3274","SNU719"
"3275","SNU719"
"3276","SNU719"
"3277","NCC24"
"3278","SNU719"
"3279","SNU719"
"3280","NCC24"
"3281","SNU719"
"3282","SNU719"
"3283","SNU719"
"3284","SNU719"
"3285","NCC24"
"3286","NCC24"
"3287","SNU719"
"3288","NCC24"
"3289","NCC24"
"3290","SNU719"
"3291","NCC24"
"3292","SNU719"
"3293","SNU719"
"3294","SNU719"
"3295","SNU719"
"3296","SNU719"
"3297","SNU719"
"3298","NCC24"
"3299","NCC24"
"3300","NCC24"
"3301","NCC24"
"3302","SNU719"
"3303","NCC24"
"3304","SNU719"
"3305","NCC24"
"3306","SNU719"
"3307","SNU719"
"3308","SNU719"
"3309","NCC24"
"3310","NCC24"
"3311","SNU719"
"3312","SNU719"
"3313","SNU719"
"3314","NCC24"
"3315","SNU719"
"3316","NCC24"
"3317","SNU719"
"3318","SNU719"
"3319","SNU719"
"3320","NCC24"
"3321","SNU719"
"3322","SNU719"
"3323","NCC24"
"3324","SNU719"
"3325","SNU719"
"3326","SNU719"
"3327","SNU719"
"3328","SNU719"
"3329","SNU719"
"3330","SNU719"
"3331","SNU719"
"3332","NCC24"
"3333","SNU719"
"3334","SNU719"
"3335","SNU719"
"3336","NCC24"
"3337","NCC24"
"3338","NCC24"
"3339","NCC24"
"3340","NCC24"
"3341","SNU719"
"3342","NCC24"
"3343","NCC24"
"3344","SNU719"
"3345","SNU719"
"3346","SNU719"
"3347","SNU719"
"3348","SNU719"
"3349","SNU719"
"3350","SNU719"
"3351","NCC24"
"3352","SNU719"
"3353","NCC24"
"3354","SNU719"
"3355","NCC24"
"3356","SNU719"
"3357","SNU719"
"3358","SNU719"
"3359","SNU719"
"3360","SNU719"
"3361","NCC24"
"3362","SNU719"
"3363","SNU719"
"3364","SNU719"
"3365","SNU719"
"3366","SNU719"
"3367","SNU719"
"3368","SNU719"
"3369","SNU719"
"3370","SNU719"
"3371","NCC24"
"3372","SNU719"
"3373","SNU719"
"3374","SNU719"
"3375","SNU719"
"3376","NCC24"
"3377","SNU719"
"3378","SNU719"
"3379","SNU719"
"3380","SNU719"
"3381","SNU719"
"3382","SNU719"
"3383","SNU719"
"3384","SNU719"
"3385","NCC24"
"3386","SNU719"
"3387","SNU719"
"3388","SNU719"
"3389","SNU719"
"3390","SNU719"
"3391","SNU719"
"3392","SNU719"
"3393","SNU719"
"3394","SNU719"
"3395","NCC24"
"3396","SNU719"
"3397","SNU719"
"3398","SNU719"
"3399","SNU719"
"3400","SNU719"
"3401","SNU719"
"3402","SNU719"
"3403","SNU719"
"3404","SNU719"
"3405","SNU719"
"3406","SNU719"
"3407","SNU719"
"3408","SNU719"
"3409","NCC24"
"3410","SNU719"
"3411","NCC24"
"3412","SNU719"
"3413","SNU719"
"3414","SNU719"
"3415","SNU719"
"3416","SNU719"
"3417","NCC24"
"3418","SNU719"
"3419","SNU719"
"3420","SNU719"
"3421","SNU719"
"3422","NCC24"
"3423","SNU719"
"3424","NCC24"
"3425","SNU719"
"3426","SNU719"
"3427","NCC24"
"3428","NCC24"
"3429","NCC24"
"3430","SNU719"
"3431","SNU719"
"3432","NCC24"
"3433","NCC24"
"3434","NCC24"
"3435","SNU719"
"3436","NCC24"
"3437","NCC24"
"3438","SNU719"
"3439","SNU719"
"3440","SNU719"
"3441","NCC24"
"3442","SNU719"
"3443","SNU719"
"3444","SNU719"
"3445","SNU719"
"3446","NCC24"
"3447","SNU719"
"3448","NCC24"
"3449","SNU719"
"3450","SNU719"
"3451","NCC24"
"3452","SNU719"
"3453","NCC24"
"3454","SNU719"
"3455","SNU719"
"3456","SNU719"
"3457","SNU719"
"3458","SNU719"
"3459","SNU719"
"3460","SNU719"
"3461","NCC24"
"3462","NCC24"
"3463","SNU719"
"3464","SNU719"
"3465","SNU719"
"3466","NCC24"
"3467","NCC24"
"3468","SNU719"
"3469","SNU719"
"3470","SNU719"
"3471","SNU719"
"3472","NCC24"
"3473","SNU719"
"3474","SNU719"
"3475","SNU719"
"3476","SNU719"
"3477","SNU719"
"3478","SNU719"
"3479","SNU719"
"3480","SNU719"
"3481","SNU719"
"3482","SNU719"
"3483","NCC24"
"3484","SNU719"
"3485","SNU719"
"3486","NCC24"
"3487","SNU719"
"3488","NCC24"
"3489","SNU719"
"3490","SNU719"
"3491","SNU719"
"3492","SNU719"
"3493","SNU719"
"3494","SNU719"
"3495","SNU719"
"3496","SNU719"
"3497","SNU719"
"3498","NCC24"
"3499","SNU719"
"3500","NCC24"
"3501","SNU719"
"3502","NCC24"
"3503","SNU719"
"3504","SNU719"
"3505","SNU719"
"3506","SNU719"
"3507","SNU719"
"3508","SNU719"
"3509","SNU719"
"3510","NCC24"
"3511","NCC24"
"3512","SNU719"
"3513","SNU719"
"3514","NCC24"
"3515","NCC24"
"3516","SNU719"
"3517","SNU719"
"3518","SNU719"
"3519","SNU719"
"3520","NCC24"
"3521","SNU719"
"3522","NCC24"
"3523","SNU719"
"3524","SNU719"
"3525","SNU719"
"3526","SNU719"
"3527","SNU719"
"3528","NCC24"
"3529","SNU719"
"3530","SNU719"
"3531","SNU719"
"3532","SNU719"
"3533","SNU719"
"3534","NCC24"
"3535","NCC24"
"3536","SNU719"
"3537","SNU719"
"3538","SNU719"
"3539","SNU719"
"3540","NCC24"
"3541","SNU719"
"3542","NCC24"
"3543","NCC24"
"3544","NCC24"
"3545","NCC24"
"3546","NCC24"
"3547","NCC24"
"3548","NCC24"
"3549","SNU719"
"3550","SNU719"
"3551","SNU719"
"3552","SNU719"
"3553","NCC24"
"3554","SNU719"
"3555","SNU719"
"3556","SNU719"
"3557","SNU719"
"3558","SNU719"
"3559","SNU719"
"3560","SNU719"
"3561","NCC24"
"3562","SNU719"
"3563","NCC24"
"3564","NCC24"
"3565","NCC24"
"3566","SNU719"
"3567","SNU719"
"3568","SNU719"
"3569","SNU719"
"3570","SNU719"
"3571","SNU719"
"3572","SNU719"
"3573","SNU719"
"3574","NCC24"
"3575","NCC24"
"3576","SNU719"
"3577","NCC24"
"3578","NCC24"
"3579","SNU719"
"3580","SNU719"
"3581","NCC24"
"3582","NCC24"
"3583","SNU719"
"3584","SNU719"
"3585","NCC24"
"3586","NCC24"
"3587","SNU719"
"3588","SNU719"
"3589","NCC24"
"3590","SNU719"
"3591","SNU719"
"3592","SNU719"
"3593","NCC24"
"3594","SNU719"
"3595","SNU719"
"3596","NCC24"
"3597","SNU719"
"3598","SNU719"
"3599","NCC24"
"3600","SNU719"
"3601","SNU719"
"3602","SNU719"
"3603","SNU719"
"3604","SNU719"
"3605","SNU719"
"3606","SNU719"
"3607","NCC24"
"3608","SNU719"
"3609","SNU719"
"3610","SNU719"
"3611","SNU719"
"3612","SNU719"
"3613","SNU719"
"3614","NCC24"
"3615","SNU719"
"3616","SNU719"
"3617","NCC24"
"3618","NCC24"
"3619","NCC24"
"3620","SNU719"
"3621","SNU719"
"3622","SNU719"
"3623","NCC24"
"3624","NCC24"
"3625","SNU719"
"3626","SNU719"
"3627","SNU719"
"3628","SNU719"
"3629","SNU719"
"3630","SNU719"
"3631","NCC24"
"3632","SNU719"
"3633","SNU719"
"3634","SNU719"
"3635","SNU719"
"3636","SNU719"
"3637","SNU719"
"3638","SNU719"
"3639","SNU719"
"3640","NCC24"
"3641","SNU719"
"3642","SNU719"
"3643","SNU719"
"3644","SNU719"
"3645","SNU719"
"3646","SNU719"
"3647","SNU719"
"3648","SNU719"
"3649","SNU719"
"3650","SNU719"
"3651","SNU719"
"3652","NCC24"
"3653","NCC24"
"3654","SNU719"
"3655","SNU719"
"3656","SNU719"
"3657","SNU719"
"3658","SNU719"
"3659","SNU719"
"3660","SNU719"
"3661","SNU719"
"3662","NCC24"
"3663","SNU719"
"3664","SNU719"
"3665","SNU719"
"3666","SNU719"
"3667","NCC24"
"3668","NCC24"
"3669","NCC24"
"3670","SNU719"
"3671","NCC24"
"3672","NCC24"
"3673","SNU719"
"3674","NCC24"
"3675","SNU719"
"3676","SNU719"
"3677","SNU719"
"3678","NCC24"
"3679","SNU719"
"3680","SNU719"
"3681","SNU719"
"3682","SNU719"
"3683","SNU719"
"3684","SNU719"
"3685","SNU719"
"3686","SNU719"
"3687","SNU719"
"3688","NCC24"
"3689","NCC24"
"3690","SNU719"
"3691","SNU719"
"3692","SNU719"
"3693","SNU719"
"3694","NCC24"
"3695","SNU719"
"3696","SNU719"
"3697","SNU719"
"3698","SNU719"
"3699","SNU719"
"3700","SNU719"
"3701","NCC24"
"3702","SNU719"
"3703","SNU719"
"3704","NCC24"
"3705","SNU719"
"3706","SNU719"
"3707","NCC24"
"3708","NCC24"
"3709","SNU719"
"3710","SNU719"
"3711","NCC24"
"3712","NCC24"
"3713","SNU719"
"3714","SNU719"
"3715","SNU719"
"3716","NCC24"
"3717","NCC24"
"3718","SNU719"
"3719","SNU719"
"3720","SNU719"
"3721","SNU719"
"3722","SNU719"
"3723","SNU719"
"3724","NCC24"
"3725","SNU719"
"3726","SNU719"
"3727","SNU719"
"3728","NCC24"
"3729","SNU719"
"3730","NCC24"
"3731","SNU719"
"3732","NCC24"
"3733","SNU719"
"3734","NCC24"
"3735","SNU719"
"3736","SNU719"
"3737","SNU719"
"3738","NCC24"
"3739","SNU719"
"3740","SNU719"
"3741","NCC24"
"3742","NCC24"
"3743","NCC24"
"3744","SNU719"
"3745","SNU719"
"3746","SNU719"
"3747","SNU719"
"3748","NCC24"
"3749","SNU719"
"3750","SNU719"
"3751","SNU719"
"3752","NCC24"
"3753","SNU719"
"3754","NCC24"
"3755","SNU719"
"3756","SNU719"
"3757","SNU719"
"3758","SNU719"
"3759","SNU719"
"3760","NCC24"
"3761","SNU719"
"3762","SNU719"
"3763","SNU719"
"3764","SNU719"
"3765","SNU719"
"3766","SNU719"
"3767","SNU719"
"3768","NCC24"
"3769","SNU719"
"3770","NCC24"
"3771","SNU719"
"3772","SNU719"
"3773","SNU719"
"3774","SNU719"
"3775","SNU719"
"3776","SNU719"
"3777","SNU719"
"3778","NCC24"
"3779","NCC24"
"3780","SNU719"
"3781","SNU719"
"3782","SNU719"
"3783","SNU719"
"3784","SNU719"
"3785","SNU719"
"3786","NCC24"
"3787","SNU719"
"3788","NCC24"
"3789","NCC24"
"3790","NCC24"
"3791","NCC24"
"3792","SNU719"
"3793","SNU719"
"3794","SNU719"
"3795","SNU719"
"3796","NCC24"
"3797","NCC24"
"3798","NCC24"
"3799","SNU719"
"3800","SNU719"
"3801","SNU719"
"3802","SNU719"
"3803","SNU719"
"3804","SNU719"
"3805","NCC24"
"3806","SNU719"
"3807","SNU719"
"3808","SNU719"
"3809","SNU719"
"3810","SNU719"
"3811","SNU719"
"3812","SNU719"
"3813","NCC24"
"3814","SNU719"
"3815","NCC24"
"3816","SNU719"
"3817","NCC24"
"3818","SNU719"
"3819","NCC24"
"3820","SNU719"
"3821","SNU719"
"3822","SNU719"
"3823","NCC24"
"3824","SNU719"
"3825","SNU719"
"3826","NCC24"
"3827","SNU719"
"3828","SNU719"
"3829","SNU719"
"3830","SNU719"
"3831","NCC24"
"3832","NCC24"
"3833","NCC24"
"3834","NCC24"
"3835","SNU719"
"3836","SNU719"
"3837","NCC24"
"3838","NCC24"
"3839","SNU719"
"3840","NCC24"
"3841","SNU719"
"3842","SNU719"
"3843","NCC24"
"3844","SNU719"
"3845","SNU719"
"3846","SNU719"
"3847","NCC24"
"3848","SNU719"
"3849","NCC24"
"3850","SNU719"
"3851","SNU719"
"3852","SNU719"
"3853","SNU719"
"3854","SNU719"
"3855","SNU719"
"3856","SNU719"
"3857","SNU719"
"3858","SNU719"
"3859","SNU719"
"3860","SNU719"
"3861","SNU719"
"3862","NCC24"
"3863","SNU719"
"3864","SNU719"
"3865","NCC24"
"3866","NCC24"
"3867","NCC24"
"3868","SNU719"
"3869","NCC24"
"3870","SNU719"
"3871","NCC24"
"3872","NCC24"
"3873","SNU719"
"3874","SNU719"
"3875","SNU719"
"3876","SNU719"
"3877","SNU719"
"3878","SNU719"
"3879","SNU719"
"3880","SNU719"
"3881","NCC24"
"3882","SNU719"
"3883","SNU719"
"3884","NCC24"
"3885","SNU719"
"3886","SNU719"
"3887","SNU719"
"3888","NCC24"
"3889","SNU719"
"3890","SNU719"
"3891","SNU719"
"3892","SNU719"
"3893","SNU719"
"3894","SNU719"
"3895","NCC24"
"3896","SNU719"
"3897","SNU719"
"3898","NCC24"
"3899","NCC24"
"3900","SNU719"
"3901","SNU719"
"3902","SNU719"
"3903","SNU719"
"3904","SNU719"
"3905","SNU719"
"3906","SNU719"
"3907","SNU719"
"3908","SNU719"
"3909","NCC24"
"3910","NCC24"
"3911","NCC24"
"3912","SNU719"
"3913","NCC24"
"3914","SNU719"
"3915","SNU719"
"3916","NCC24"
"3917","SNU719"
"3918","SNU719"
"3919","SNU719"
"3920","SNU719"
"3921","SNU719"
"3922","SNU719"
"3923","NCC24"
"3924","SNU719"
"3925","SNU719"
"3926","NCC24"
"3927","NCC24"
"3928","SNU719"
"3929","SNU719"
"3930","NCC24"
"3931","SNU719"
"3932","SNU719"
"3933","NCC24"
"3934","SNU719"
"3935","SNU719"
"3936","NCC24"
"3937","NCC24"
"3938","SNU719"
"3939","SNU719"
"3940","SNU719"
"3941","SNU719"
"3942","NCC24"
"3943","SNU719"
"3944","SNU719"
"3945","SNU719"
"3946","SNU719"
"3947","SNU719"
"3948","SNU719"
"3949","SNU719"
"3950","SNU719"
"3951","SNU719"
"3952","SNU719"
"3953","SNU719"
"3954","SNU719"
"3955","SNU719"
"3956","SNU719"
"3957","NCC24"
"3958","SNU719"
"3959","NCC24"
"3960","SNU719"
"3961","NCC24"
"3962","SNU719"
"3963","NCC24"
"3964","SNU719"
"3965","SNU719"
"3966","NCC24"
"3967","NCC24"
"3968","NCC24"
"3969","SNU719"
"3970","NCC24"
"3971","NCC24"
"3972","SNU719"
"3973","SNU719"
"3974","NCC24"
"3975","SNU719"
"3976","SNU719"
"3977","NCC24"
"3978","SNU719"
"3979","SNU719"
"3980","NCC24"
"3981","NCC24"
"3982","SNU719"
"3983","NCC24"
"3984","SNU719"
"3985","SNU719"
"3986","NCC24"
"3987","SNU719"
"3988","SNU719"
"3989","NCC24"
"3990","SNU719"
"3991","NCC24"
"3992","SNU719"
"3993","SNU719"
"3994","SNU719"
"3995","SNU719"
"3996","NCC24"
"3997","SNU719"
"3998","NCC24"
"3999","NCC24"
"4000","NCC24"
"4001","SNU719"
"4002","NCC24"
"4003","NCC24"
"4004","SNU719"
"4005","SNU719"
"4006","SNU719"
"4007","SNU719"
"4008","SNU719"
"4009","NCC24"
"4010","NCC24"
"4011","SNU719"
"4012","NCC24"
"4013","SNU719"
"4014","NCC24"
"4015","SNU719"
"4016","NCC24"
"4017","SNU719"
"4018","NCC24"
"4019","NCC24"
"4020","SNU719"
"4021","SNU719"
"4022","SNU719"
"4023","SNU719"
"4024","SNU719"
"4025","SNU719"
"4026","SNU719"
"4027","NCC24"
"4028","NCC24"
"4029","SNU719"
"4030","SNU719"
"4031","SNU719"
"4032","SNU719"
"4033","NCC24"
"4034","NCC24"
"4035","SNU719"
"4036","SNU719"
"4037","NCC24"
"4038","NCC24"
"4039","SNU719"
"4040","SNU719"
"4041","SNU719"
"4042","NCC24"
"4043","SNU719"
"4044","NCC24"
"4045","SNU719"
"4046","SNU719"
"4047","NCC24"
"4048","SNU719"
"4049","SNU719"
"4050","SNU719"
"4051","SNU719"
"4052","SNU719"
"4053","SNU719"
"4054","NCC24"
"4055","SNU719"
"4056","SNU719"
"4057","NCC24"
"4058","SNU719"
"4059","SNU719"
"4060","SNU719"
"4061","SNU719"
"4062","SNU719"
"4063","SNU719"
"4064","SNU719"
"4065","NCC24"
"4066","SNU719"
"4067","SNU719"
"4068","NCC24"
"4069","SNU719"
"4070","NCC24"
"4071","SNU719"
"4072","NCC24"
"4073","NCC24"
"4074","SNU719"
"4075","NCC24"
"4076","NCC24"
"4077","SNU719"
"4078","SNU719"
"4079","NCC24"
"4080","SNU719"
"4081","SNU719"
"4082","SNU719"
"4083","SNU719"
"4084","SNU719"
"4085","SNU719"
"4086","SNU719"
"4087","SNU719"
"4088","SNU719"
"4089","NCC24"
"4090","NCC24"
"4091","SNU719"
"4092","SNU719"
"4093","NCC24"
"4094","NCC24"
"4095","SNU719"
"4096","SNU719"
"4097","SNU719"
"4098","NCC24"
"4099","SNU719"
"4100","SNU719"
"4101","SNU719"
"4102","NCC24"
"4103","SNU719"
"4104","SNU719"
"4105","SNU719"
"4106","SNU719"
"4107","SNU719"
"4108","SNU719"
"4109","NCC24"
"4110","SNU719"
"4111","NCC24"
"4112","SNU719"
"4113","SNU719"
"4114","NCC24"
"4115","SNU719"
"4116","SNU719"
"4117","SNU719"
"4118","NCC24"
"4119","SNU719"
"4120","NCC24"
"4121","SNU719"
"4122","NCC24"
"4123","NCC24"
"4124","NCC24"
"4125","NCC24"
"4126","NCC24"
"4127","SNU719"
"4128","SNU719"
"4129","SNU719"
"4130","SNU719"
"4131","SNU719"
"4132","SNU719"
"4133","SNU719"
"4134","SNU719"
"4135","SNU719"
"4136","SNU719"
"4137","SNU719"
"4138","SNU719"
"4139","SNU719"
"4140","SNU719"
"4141","SNU719"
"4142","NCC24"
"4143","SNU719"
"4144","NCC24"
"4145","NCC24"
"4146","NCC24"
"4147","SNU719"
"4148","SNU719"
"4149","SNU719"
"4150","NCC24"
"4151","SNU719"
"4152","SNU719"
"4153","SNU719"
"4154","NCC24"
"4155","NCC24"
"4156","NCC24"
"4157","SNU719"
"4158","SNU719"
"4159","SNU719"
"4160","SNU719"
"4161","SNU719"
"4162","SNU719"
"4163","SNU719"
"4164","NCC24"
"4165","SNU719"
"4166","SNU719"
"4167","SNU719"
"4168","SNU719"
"4169","SNU719"
"4170","NCC24"
"4171","NCC24"
"4172","SNU719"
"4173","NCC24"
"4174","NCC24"
"4175","NCC24"
"4176","SNU719"
"4177","SNU719"
"4178","SNU719"
"4179","SNU719"
"4180","SNU719"
"4181","SNU719"
"4182","SNU719"
"4183","NCC24"
"4184","NCC24"
"4185","SNU719"
"4186","NCC24"
"4187","NCC24"
"4188","NCC24"
"4189","SNU719"
"4190","NCC24"
"4191","SNU719"
"4192","SNU719"
"4193","SNU719"
"4194","NCC24"
"4195","SNU719"
"4196","SNU719"
"4197","SNU719"
"4198","SNU719"
"4199","NCC24"
"4200","SNU719"
"4201","SNU719"
"4202","NCC24"
"4203","SNU719"
"4204","NCC24"
"4205","NCC24"
"4206","SNU719"
"4207","SNU719"
"4208","NCC24"
"4209","SNU719"
"4210","SNU719"
"4211","SNU719"
"4212","SNU719"
"4213","NCC24"
"4214","SNU719"
"4215","SNU719"
"4216","SNU719"
"4217","SNU719"
"4218","SNU719"
"4219","SNU719"
"4220","SNU719"
"4221","NCC24"
"4222","SNU719"
"4223","SNU719"
"4224","SNU719"
"4225","NCC24"
"4226","SNU719"
"4227","SNU719"
"4228","SNU719"
"4229","SNU719"
"4230","NCC24"
"4231","SNU719"
"4232","SNU719"
"4233","SNU719"
"4234","NCC24"
"4235","SNU719"
"4236","SNU719"
"4237","SNU719"
"4238","NCC24"
"4239","SNU719"
"4240","SNU719"
"4241","SNU719"
"4242","SNU719"
"4243","SNU719"
"4244","SNU719"
"4245","NCC24"
"4246","SNU719"
"4247","SNU719"
"4248","SNU719"
"4249","SNU719"
"4250","SNU719"
"4251","NCC24"
"4252","SNU719"
"4253","NCC24"
"4254","SNU719"
"4255","SNU719"
"4256","SNU719"
"4257","SNU719"
"4258","SNU719"
"4259","SNU719"
"4260","NCC24"
"4261","SNU719"
"4262","SNU719"
"4263","SNU719"
"4264","NCC24"
"4265","NCC24"
"4266","SNU719"
"4267","NCC24"
"4268","SNU719"
"4269","SNU719"
"4270","SNU719"
"4271","SNU719"
"4272","NCC24"
"4273","SNU719"
"4274","SNU719"
"4275","SNU719"
"4276","SNU719"
"4277","SNU719"
"4278","NCC24"
"4279","SNU719"
"4280","SNU719"
"4281","NCC24"
"4282","SNU719"
"4283","SNU719"
"4284","SNU719"
"4285","NCC24"
"4286","SNU719"
"4287","SNU719"
"4288","NCC24"
"4289","SNU719"
"4290","SNU719"
"4291","SNU719"
"4292","NCC24"
"4293","NCC24"
"4294","SNU719"
"4295","SNU719"
"4296","NCC24"
"4297","SNU719"
"4298","NCC24"
"4299","SNU719"
"4300","NCC24"
"4301","SNU719"
"4302","SNU719"
"4303","SNU719"
"4304","SNU719"
"4305","SNU719"
"4306","NCC24"
"4307","NCC24"
"4308","SNU719"
"4309","SNU719"
"4310","SNU719"
"4311","SNU719"
"4312","NCC24"
"4313","NCC24"
"4314","SNU719"
"4315","NCC24"
"4316","SNU719"
"4317","SNU719"
"4318","SNU719"
"4319","SNU719"
"4320","SNU719"
"4321","SNU719"
"4322","NCC24"
"4323","SNU719"
"4324","NCC24"
"4325","SNU719"
"4326","SNU719"
"4327","NCC24"
"4328","NCC24"
"4329","SNU719"
"4330","NCC24"
"4331","SNU719"
"4332","NCC24"
"4333","SNU719"
"4334","NCC24"
"4335","SNU719"
"4336","SNU719"
"4337","SNU719"
"4338","SNU719"
"4339","SNU719"
"4340","SNU719"
"4341","NCC24"
"4342","SNU719"
"4343","SNU719"
"4344","SNU719"
"4345","SNU719"
"4346","SNU719"
"4347","SNU719"
"4348","SNU719"
"4349","SNU719"
"4350","SNU719"
"4351","SNU719"
"4352","NCC24"
"4353","SNU719"
"4354","SNU719"
"4355","SNU719"
"4356","SNU719"
"4357","SNU719"
"4358","SNU719"
"4359","NCC24"
"4360","NCC24"
"4361","NCC24"
