"","x"
"2896","SNU719"
"2897","SNU719"
"2898","SNU719"
"2899","SNU719"
"2900","NCC24"
"2901","NCC24"
"2902","NCC24"
"2903","NCC24"
"2904","SNU719"
"2905","SNU719"
"2906","NCC24"
"2907","NCC24"
"2908","NCC24"
"2909","NCC24"
"2910","SNU719"
"2911","SNU719"
"2912","NCC24"
"2913","SNU719"
"2914","NCC24"
"2915","NCC24"
"2916","SNU719"
"2917","SNU719"
"2918","SNU719"
"2919","SNU719"
"2920","SNU719"
"2921","SNU719"
"2922","SNU719"
"2923","SNU719"
"2924","SNU719"
"2925","SNU719"
"2926","SNU719"
"2927","SNU719"
"2928","SNU719"
"2929","SNU719"
"2930","SNU719"
"2931","NCC24"
"2932","SNU719"
"2933","SNU719"
"2934","SNU719"
"2935","SNU719"
"2936","NCC24"
"2937","NCC24"
"2938","SNU719"
"2939","SNU719"
"2940","SNU719"
"2941","NCC24"
"2942","NCC24"
"2943","SNU719"
"2944","SNU719"
"2945","SNU719"
"2946","SNU719"
"2947","SNU719"
"2948","NCC24"
"2949","SNU719"
"2950","NCC24"
"2951","NCC24"
"2952","SNU719"
"2953","SNU719"
"2954","NCC24"
"2955","SNU719"
"2956","SNU719"
"2957","SNU719"
"2958","SNU719"
"2959","SNU719"
"2960","SNU719"
"2961","SNU719"
"2962","SNU719"
"2963","SNU719"
"2964","NCC24"
"2965","SNU719"
"2966","SNU719"
"2967","SNU719"
"2968","SNU719"
"2969","SNU719"
"2970","NCC24"
"2971","SNU719"
"2972","SNU719"
"2973","SNU719"
"2974","NCC24"
"2975","SNU719"
"2976","SNU719"
"2977","NCC24"
"2978","SNU719"
"2979","SNU719"
"2980","SNU719"
"2981","SNU719"
"2982","SNU719"
"2983","SNU719"
"2984","NCC24"
"2985","NCC24"
"2986","SNU719"
"2987","SNU719"
"2988","SNU719"
"2989","SNU719"
"2990","NCC24"
"2991","SNU719"
"2992","SNU719"
"2993","SNU719"
"2994","SNU719"
"2995","SNU719"
"2996","SNU719"
"2997","NCC24"
"2998","SNU719"
"2999","SNU719"
"3000","SNU719"
"3001","SNU719"
"3002","SNU719"
"3003","SNU719"
"3004","SNU719"
"3005","SNU719"
"3006","NCC24"
"3007","NCC24"
"3008","SNU719"
"3009","NCC24"
"3010","SNU719"
"3011","SNU719"
"3012","SNU719"
"3013","SNU719"
"3014","SNU719"
"3015","NCC24"
"3016","SNU719"
"3017","SNU719"
"3018","SNU719"
"3019","SNU719"
"3020","NCC24"
"3021","NCC24"
"3022","NCC24"
"3023","SNU719"
"3024","SNU719"
"3025","NCC24"
"3026","NCC24"
"3027","SNU719"
"3028","NCC24"
"3029","SNU719"
"3030","SNU719"
"3031","SNU719"
"3032","SNU719"
"3033","SNU719"
"3034","NCC24"
"3035","NCC24"
"3036","SNU719"
"3037","SNU719"
"3038","SNU719"
"3039","NCC24"
"3040","SNU719"
"3041","SNU719"
"3042","NCC24"
"3043","SNU719"
"3044","SNU719"
"3045","SNU719"
"3046","SNU719"
"3047","SNU719"
"3048","SNU719"
"3049","NCC24"
"3050","SNU719"
"3051","SNU719"
"3052","SNU719"
"3053","SNU719"
"3054","SNU719"
"3055","SNU719"
"3056","NCC24"
"3057","SNU719"
"3058","NCC24"
"3059","NCC24"
"3060","SNU719"
"3061","SNU719"
"3062","SNU719"
"3063","SNU719"
"3064","SNU719"
"3065","SNU719"
"3066","NCC24"
"3067","NCC24"
"3068","SNU719"
"3069","SNU719"
"3070","SNU719"
"3071","NCC24"
"3072","SNU719"
"3073","SNU719"
"3074","NCC24"
"3075","SNU719"
"3076","SNU719"
"3077","SNU719"
"3078","SNU719"
"3079","SNU719"
"3080","NCC24"
"3081","NCC24"
"3082","SNU719"
"3083","SNU719"
"3084","SNU719"
"3085","NCC24"
"3086","SNU719"
"3087","SNU719"
"3088","NCC24"
"3089","SNU719"
"3090","SNU719"
"3091","SNU719"
"3092","NCC24"
"3093","SNU719"
"3094","SNU719"
"3095","SNU719"
"3096","SNU719"
"3097","SNU719"
"3098","SNU719"
"3099","NCC24"
"3100","SNU719"
"3101","SNU719"
"3102","SNU719"
"3103","SNU719"
"3104","NCC24"
"3105","SNU719"
"3106","SNU719"
"3107","SNU719"
"3108","SNU719"
"3109","SNU719"
"3110","SNU719"
"3111","NCC24"
"3112","NCC24"
"3113","SNU719"
"3114","SNU719"
"3115","SNU719"
"3116","NCC24"
"3117","SNU719"
"3118","NCC24"
"3119","SNU719"
"3120","NCC24"
"3121","SNU719"
"3122","SNU719"
"3123","SNU719"
"3124","NCC24"
"3125","NCC24"
"3126","SNU719"
"3127","SNU719"
"3128","SNU719"
"3129","SNU719"
"3130","NCC24"
"3131","NCC24"
"3132","NCC24"
"3133","SNU719"
"3134","NCC24"
"3135","SNU719"
"3136","SNU719"
"3137","SNU719"
"3138","NCC24"
"3139","SNU719"
"3140","SNU719"
"3141","SNU719"
"3142","SNU719"
"3143","NCC24"
"3144","SNU719"
"3145","SNU719"
"3146","NCC24"
"3147","SNU719"
"3148","NCC24"
"3149","SNU719"
"3150","SNU719"
"3151","SNU719"
"3152","SNU719"
"3153","SNU719"
"3154","SNU719"
"3155","NCC24"
"3156","NCC24"
"3157","SNU719"
"3158","SNU719"
"3159","SNU719"
"3160","SNU719"
"3161","SNU719"
"3162","NCC24"
"3163","SNU719"
"3164","NCC24"
"3165","SNU719"
"3166","NCC24"
"3167","NCC24"
"3168","SNU719"
"3169","SNU719"
"3170","NCC24"
"3171","SNU719"
"3172","NCC24"
"3173","SNU719"
"3174","SNU719"
"3175","SNU719"
"3176","SNU719"
"3177","SNU719"
"3178","SNU719"
"3179","SNU719"
"3180","SNU719"
"3181","NCC24"
"3182","SNU719"
"3183","SNU719"
"3184","SNU719"
"3185","SNU719"
"3186","NCC24"
"3187","SNU719"
"3188","NCC24"
"3189","SNU719"
"3190","SNU719"
"3191","SNU719"
"3192","NCC24"
"3193","SNU719"
"3194","NCC24"
"3195","SNU719"
"3196","SNU719"
"3197","SNU719"
"3198","SNU719"
"3199","NCC24"
"3200","SNU719"
"3201","SNU719"
"3202","NCC24"
"3203","NCC24"
"3204","NCC24"
"3205","NCC24"
"3206","NCC24"
"3207","SNU719"
"3208","SNU719"
"3209","NCC24"
"3210","NCC24"
"3211","NCC24"
"3212","SNU719"
"3213","NCC24"
"3214","SNU719"
"3215","SNU719"
"3216","NCC24"
"3217","SNU719"
"3218","SNU719"
"3219","SNU719"
"3220","NCC24"
"3221","NCC24"
"3222","SNU719"
"3223","SNU719"
"3224","NCC24"
"3225","SNU719"
"3226","SNU719"
"3227","SNU719"
"3228","SNU719"
"3229","SNU719"
"3230","SNU719"
"3231","SNU719"
"3232","SNU719"
"3233","NCC24"
"3234","SNU719"
"3235","NCC24"
"3236","SNU719"
"3237","SNU719"
"3238","SNU719"
"3239","NCC24"
"3240","NCC24"
"3241","SNU719"
"3242","NCC24"
"3243","SNU719"
"3244","SNU719"
"3245","NCC24"
"3246","SNU719"
"3247","NCC24"
"3248","SNU719"
"3249","SNU719"
"3250","NCC24"
"3251","NCC24"
"3252","NCC24"
"3253","SNU719"
"3254","SNU719"
"3255","SNU719"
"3256","SNU719"
"3257","SNU719"
"3258","SNU719"
"3259","NCC24"
"3260","SNU719"
"3261","SNU719"
"3262","NCC24"
"3263","NCC24"
"3264","NCC24"
"3265","SNU719"
"3266","SNU719"
"3267","NCC24"
"3268","SNU719"
"3269","SNU719"
"3270","NCC24"
"3271","SNU719"
"3272","NCC24"
"3273","SNU719"
"3274","SNU719"
"3275","SNU719"
"3276","SNU719"
"3277","SNU719"
"3278","SNU719"
"3279","NCC24"
"3280","NCC24"
"3281","SNU719"
"3282","SNU719"
"3283","SNU719"
"3284","SNU719"
"3285","SNU719"
"3286","SNU719"
"3287","SNU719"
"3288","NCC24"
"3289","SNU719"
"3290","SNU719"
"3291","SNU719"
"3292","SNU719"
"3293","SNU719"
"3294","SNU719"
"3295","SNU719"
"3296","SNU719"
"3297","SNU719"
"3298","SNU719"
"3299","SNU719"
"3300","SNU719"
"3301","NCC24"
"3302","SNU719"
"3303","SNU719"
"3304","NCC24"
"3305","NCC24"
"3306","SNU719"
"3307","NCC24"
"3308","NCC24"
"3309","SNU719"
"3310","NCC24"
"3311","SNU719"
"3312","SNU719"
"3313","SNU719"
"3314","SNU719"
"3315","SNU719"
"3316","NCC24"
"3317","SNU719"
"3318","SNU719"
"3319","SNU719"
"3320","NCC24"
"3321","SNU719"
"3322","SNU719"
"3323","SNU719"
"3324","NCC24"
"3325","SNU719"
"3326","NCC24"
"3327","NCC24"
"3328","SNU719"
"3329","NCC24"
"3330","SNU719"
"3331","SNU719"
"3332","SNU719"
"3333","SNU719"
"3334","NCC24"
"3335","SNU719"
"3336","SNU719"
"3337","SNU719"
"3338","SNU719"
"3339","NCC24"
"3340","SNU719"
"3341","SNU719"
"3342","SNU719"
"3343","NCC24"
"3344","SNU719"
"3345","SNU719"
"3346","SNU719"
"3347","NCC24"
"3348","SNU719"
"3349","SNU719"
"3350","NCC24"
"3351","SNU719"
"3352","SNU719"
"3353","SNU719"
"3354","SNU719"
"3355","SNU719"
"3356","SNU719"
"3357","SNU719"
"3358","NCC24"
"3359","NCC24"
"3360","SNU719"
"3361","SNU719"
"3362","SNU719"
"3363","SNU719"
"3364","SNU719"
"3365","NCC24"
"3366","NCC24"
"3367","SNU719"
"3368","SNU719"
"3369","SNU719"
"3370","SNU719"
"3371","SNU719"
"3372","SNU719"
"3373","SNU719"
"3374","SNU719"
"3375","SNU719"
"3376","NCC24"
"3377","SNU719"
"3378","SNU719"
"3379","NCC24"
"3380","SNU719"
"3381","SNU719"
"3382","SNU719"
"3383","NCC24"
"3384","SNU719"
"3385","SNU719"
"3386","SNU719"
"3387","SNU719"
"3388","SNU719"
"3389","SNU719"
"3390","NCC24"
"3391","SNU719"
"3392","SNU719"
"3393","SNU719"
"3394","SNU719"
"3395","NCC24"
"3396","SNU719"
"3397","NCC24"
"3398","NCC24"
"3399","SNU719"
"3400","SNU719"
"3401","NCC24"
"3402","SNU719"
"3403","SNU719"
"3404","NCC24"
"3405","SNU719"
"3406","NCC24"
"3407","NCC24"
"3408","SNU719"
"3409","SNU719"
"3410","NCC24"
"3411","SNU719"
"3412","SNU719"
"3413","SNU719"
"3414","SNU719"
"3415","SNU719"
"3416","SNU719"
"3417","SNU719"
"3418","NCC24"
"3419","NCC24"
"3420","NCC24"
"3421","SNU719"
"3422","SNU719"
"3423","SNU719"
"3424","SNU719"
"3425","SNU719"
"3426","SNU719"
"3427","SNU719"
"3428","SNU719"
"3429","SNU719"
"3430","NCC24"
"3431","SNU719"
"3432","NCC24"
"3433","SNU719"
"3434","SNU719"
"3435","SNU719"
"3436","SNU719"
"3437","NCC24"
"3438","SNU719"
"3439","NCC24"
"3440","SNU719"
"3441","SNU719"
"3442","SNU719"
"3443","NCC24"
"3444","SNU719"
"3445","SNU719"
"3446","SNU719"
"3447","NCC24"
"3448","SNU719"
"3449","SNU719"
"3450","SNU719"
"3451","SNU719"
"3452","NCC24"
"3453","SNU719"
"3454","SNU719"
"3455","SNU719"
"3456","NCC24"
"3457","SNU719"
"3458","SNU719"
"3459","SNU719"
"3460","SNU719"
"3461","SNU719"
"3462","SNU719"
"3463","NCC24"
"3464","SNU719"
"3465","SNU719"
"3466","SNU719"
"3467","SNU719"
"3468","SNU719"
"3469","SNU719"
"3470","NCC24"
"3471","SNU719"
"3472","SNU719"
"3473","NCC24"
"3474","SNU719"
"3475","SNU719"
"3476","SNU719"
"3477","SNU719"
"3478","SNU719"
"3479","SNU719"
"3480","NCC24"
"3481","SNU719"
"3482","SNU719"
"3483","SNU719"
"3484","SNU719"
"3485","SNU719"
"3486","NCC24"
"3487","SNU719"
"3488","SNU719"
"3489","SNU719"
"3490","NCC24"
"3491","NCC24"
"3492","SNU719"
"3493","SNU719"
"3494","SNU719"
"3495","SNU719"
"3496","NCC24"
"3497","NCC24"
"3498","SNU719"
"3499","SNU719"
"3500","SNU719"
"3501","NCC24"
"3502","SNU719"
"3503","SNU719"
"3504","SNU719"
"3505","SNU719"
"3506","SNU719"
"3507","NCC24"
"3508","NCC24"
"3509","NCC24"
"3510","SNU719"
"3511","NCC24"
"3512","NCC24"
"3513","SNU719"
"3514","NCC24"
"3515","NCC24"
"3516","NCC24"
"3517","NCC24"
"3518","SNU719"
"3519","SNU719"
"3520","SNU719"
"3521","NCC24"
"3522","NCC24"
"3523","NCC24"
"3524","NCC24"
"3525","NCC24"
"3526","NCC24"
"3527","NCC24"
"3528","NCC24"
"3529","NCC24"
"3530","SNU719"
"3531","NCC24"
"3532","SNU719"
"3533","SNU719"
"3534","SNU719"
"3535","SNU719"
"3536","SNU719"
"3537","NCC24"
"3538","SNU719"
"3539","SNU719"
"3540","NCC24"
"3541","NCC24"
"3542","NCC24"
"3543","SNU719"
"3544","NCC24"
"3545","NCC24"
"3546","NCC24"
"3547","SNU719"
"3548","SNU719"
"3549","SNU719"
"3550","SNU719"
"3551","SNU719"
"3552","SNU719"
"3553","SNU719"
"3554","SNU719"
"3555","SNU719"
"3556","SNU719"
"3557","SNU719"
"3558","SNU719"
"3559","SNU719"
"3560","SNU719"
"3561","SNU719"
"3562","SNU719"
"3563","SNU719"
"3564","SNU719"
"3565","SNU719"
"3566","SNU719"
"3567","SNU719"
"3568","NCC24"
"3569","SNU719"
"3570","SNU719"
"3571","NCC24"
"3572","SNU719"
"3573","SNU719"
"3574","NCC24"
"3575","SNU719"
"3576","NCC24"
"3577","SNU719"
"3578","SNU719"
"3579","SNU719"
"3580","SNU719"
"3581","SNU719"
"3582","SNU719"
"3583","NCC24"
"3584","SNU719"
"3585","NCC24"
"3586","NCC24"
"3587","SNU719"
"3588","SNU719"
"3589","NCC24"
"3590","SNU719"
"3591","SNU719"
"3592","SNU719"
"3593","SNU719"
"3594","SNU719"
"3595","NCC24"
"3596","SNU719"
"3597","SNU719"
"3598","NCC24"
"3599","NCC24"
"3600","NCC24"
"3601","NCC24"
"3602","SNU719"
"3603","SNU719"
"3604","NCC24"
"3605","SNU719"
"3606","SNU719"
"3607","NCC24"
"3608","SNU719"
"3609","SNU719"
"3610","SNU719"
"3611","SNU719"
"3612","SNU719"
"3613","SNU719"
"3614","SNU719"
"3615","NCC24"
"3616","NCC24"
"3617","NCC24"
"3618","SNU719"
"3619","SNU719"
"3620","SNU719"
"3621","SNU719"
"3622","SNU719"
"3623","SNU719"
"3624","SNU719"
"3625","SNU719"
"3626","SNU719"
"3627","SNU719"
"3628","NCC24"
"3629","SNU719"
"3630","NCC24"
"3631","NCC24"
"3632","SNU719"
"3633","SNU719"
"3634","SNU719"
"3635","SNU719"
"3636","SNU719"
"3637","SNU719"
"3638","SNU719"
"3639","NCC24"
"3640","SNU719"
"3641","NCC24"
"3642","SNU719"
"3643","NCC24"
"3644","SNU719"
"3645","SNU719"
"3646","SNU719"
"3647","SNU719"
"3648","SNU719"
"3649","SNU719"
"3650","SNU719"
"3651","SNU719"
"3652","SNU719"
"3653","NCC24"
"3654","SNU719"
"3655","SNU719"
"3656","SNU719"
"3657","SNU719"
"3658","NCC24"
"3659","SNU719"
"3660","NCC24"
"3661","SNU719"
"3662","NCC24"
"3663","NCC24"
"3664","SNU719"
"3665","SNU719"
"3666","SNU719"
"3667","NCC24"
"3668","SNU719"
"3669","SNU719"
"3670","SNU719"
"3671","SNU719"
"3672","NCC24"
"3673","SNU719"
"3674","SNU719"
"3675","NCC24"
"3676","NCC24"
"3677","SNU719"
"3678","SNU719"
"3679","SNU719"
"3680","SNU719"
"3681","SNU719"
"3682","SNU719"
"3683","SNU719"
"3684","SNU719"
"3685","SNU719"
"3686","SNU719"
"3687","SNU719"
"3688","SNU719"
"3689","SNU719"
"3690","SNU719"
"3691","SNU719"
"3692","NCC24"
"3693","SNU719"
"3694","NCC24"
"3695","NCC24"
"3696","NCC24"
"3697","SNU719"
"3698","NCC24"
"3699","SNU719"
"3700","SNU719"
"3701","SNU719"
"3702","SNU719"
"3703","NCC24"
"3704","SNU719"
"3705","NCC24"
"3706","SNU719"
"3707","SNU719"
"3708","SNU719"
"3709","SNU719"
"3710","SNU719"
"3711","NCC24"
"3712","SNU719"
"3713","SNU719"
"3714","SNU719"
"3715","SNU719"
"3716","SNU719"
"3717","NCC24"
"3718","NCC24"
"3719","NCC24"
"3720","SNU719"
"3721","SNU719"
"3722","SNU719"
"3723","SNU719"
"3724","NCC24"
"3725","NCC24"
"3726","SNU719"
"3727","SNU719"
"3728","NCC24"
"3729","NCC24"
"3730","SNU719"
"3731","SNU719"
"3732","SNU719"
"3733","SNU719"
"3734","SNU719"
"3735","NCC24"
"3736","NCC24"
"3737","SNU719"
"3738","SNU719"
"3739","SNU719"
"3740","SNU719"
"3741","SNU719"
"3742","SNU719"
"3743","NCC24"
"3744","NCC24"
"3745","NCC24"
"3746","NCC24"
"3747","NCC24"
"3748","SNU719"
"3749","SNU719"
"3750","NCC24"
"3751","SNU719"
"3752","NCC24"
"3753","NCC24"
"3754","NCC24"
"3755","SNU719"
"3756","NCC24"
"3757","SNU719"
"3758","SNU719"
"3759","SNU719"
"3760","NCC24"
"3761","SNU719"
"3762","NCC24"
"3763","SNU719"
"3764","NCC24"
"3765","NCC24"
"3766","NCC24"
"3767","SNU719"
"3768","SNU719"
"3769","SNU719"
"3770","SNU719"
"3771","NCC24"
"3772","SNU719"
"3773","NCC24"
"3774","SNU719"
"3775","SNU719"
"3776","SNU719"
"3777","SNU719"
"3778","SNU719"
"3779","SNU719"
"3780","NCC24"
"3781","NCC24"
"3782","NCC24"
"3783","SNU719"
"3784","SNU719"
"3785","SNU719"
"3786","NCC24"
"3787","SNU719"
"3788","SNU719"
"3789","NCC24"
"3790","NCC24"
"3791","SNU719"
"3792","SNU719"
"3793","SNU719"
"3794","SNU719"
"3795","NCC24"
"3796","SNU719"
"3797","SNU719"
"3798","SNU719"
"3799","SNU719"
"3800","SNU719"
"3801","NCC24"
"3802","NCC24"
"3803","SNU719"
"3804","NCC24"
"3805","SNU719"
"3806","NCC24"
"3807","NCC24"
"3808","SNU719"
"3809","SNU719"
"3810","SNU719"
"3811","SNU719"
"3812","SNU719"
"3813","SNU719"
"3814","SNU719"
"3815","SNU719"
"3816","NCC24"
"3817","NCC24"
"3818","NCC24"
"3819","NCC24"
"3820","NCC24"
"3821","SNU719"
"3822","SNU719"
"3823","SNU719"
"3824","NCC24"
"3825","NCC24"
"3826","SNU719"
"3827","SNU719"
"3828","SNU719"
"3829","SNU719"
"3830","NCC24"
"3831","NCC24"
"3832","NCC24"
"3833","SNU719"
"3834","SNU719"
"3835","SNU719"
"3836","NCC24"
"3837","NCC24"
"3838","SNU719"
"3839","SNU719"
"3840","SNU719"
"3841","NCC24"
"3842","SNU719"
"3843","SNU719"
"3844","NCC24"
"3845","SNU719"
"3846","SNU719"
"3847","SNU719"
"3848","SNU719"
"3849","SNU719"
"3850","NCC24"
"3851","NCC24"
"3852","NCC24"
"3853","NCC24"
"3854","SNU719"
"3855","SNU719"
"3856","NCC24"
"3857","NCC24"
"3858","SNU719"
"3859","SNU719"
"3860","SNU719"
"3861","SNU719"
"3862","SNU719"
"3863","SNU719"
"3864","SNU719"
"3865","NCC24"
"3866","NCC24"
"3867","SNU719"
"3868","SNU719"
"3869","SNU719"
"3870","NCC24"
"3871","SNU719"
"3872","SNU719"
"3873","SNU719"
"3874","NCC24"
"3875","SNU719"
"3876","SNU719"
"3877","SNU719"
"3878","SNU719"
"3879","SNU719"
"3880","SNU719"
"3881","NCC24"
"3882","NCC24"
"3883","SNU719"
"3884","SNU719"
"3885","SNU719"
"3886","NCC24"
"3887","SNU719"
"3888","SNU719"
"3889","NCC24"
"3890","NCC24"
"3891","SNU719"
"3892","NCC24"
"3893","SNU719"
"3894","NCC24"
"3895","NCC24"
"3896","SNU719"
"3897","SNU719"
"3898","NCC24"
"3899","NCC24"
"3900","SNU719"
"3901","SNU719"
"3902","SNU719"
"3903","SNU719"
"3904","NCC24"
"3905","SNU719"
"3906","SNU719"
"3907","NCC24"
"3908","SNU719"
"3909","SNU719"
"3910","SNU719"
"3911","SNU719"
"3912","NCC24"
"3913","SNU719"
"3914","NCC24"
"3915","NCC24"
"3916","NCC24"
"3917","SNU719"
"3918","SNU719"
"3919","SNU719"
"3920","SNU719"
"3921","NCC24"
"3922","SNU719"
"3923","NCC24"
"3924","SNU719"
"3925","NCC24"
"3926","SNU719"
"3927","SNU719"
"3928","SNU719"
"3929","SNU719"
"3930","NCC24"
"3931","SNU719"
"3932","NCC24"
"3933","SNU719"
"3934","NCC24"
"3935","SNU719"
"3936","SNU719"
"3937","SNU719"
"3938","SNU719"
"3939","SNU719"
"3940","NCC24"
"3941","SNU719"
"3942","SNU719"
"3943","SNU719"
"3944","SNU719"
"3945","NCC24"
"3946","SNU719"
"3947","SNU719"
"3948","SNU719"
"3949","NCC24"
"3950","NCC24"
"3951","SNU719"
"3952","SNU719"
"3953","NCC24"
"3954","NCC24"
"3955","SNU719"
"3956","SNU719"
"3957","SNU719"
"3958","NCC24"
"3959","NCC24"
"3960","SNU719"
"3961","NCC24"
"3962","NCC24"
"3963","SNU719"
"3964","NCC24"
"3965","NCC24"
"3966","NCC24"
"3967","NCC24"
"3968","NCC24"
"3969","SNU719"
"3970","SNU719"
"3971","SNU719"
"3972","NCC24"
"3973","NCC24"
"3974","SNU719"
"3975","NCC24"
"3976","NCC24"
"3977","NCC24"
"3978","SNU719"
"3979","SNU719"
"3980","SNU719"
"3981","SNU719"
"3982","SNU719"
"3983","NCC24"
"3984","SNU719"
"3985","NCC24"
"3986","SNU719"
"3987","SNU719"
"3988","SNU719"
"3989","SNU719"
"3990","NCC24"
"3991","NCC24"
"3992","SNU719"
"3993","SNU719"
"3994","SNU719"
"3995","SNU719"
"3996","NCC24"
"3997","NCC24"
"3998","SNU719"
"3999","SNU719"
"4000","NCC24"
"4001","NCC24"
"4002","NCC24"
"4003","SNU719"
"4004","SNU719"
"4005","NCC24"
"4006","SNU719"
"4007","SNU719"
"4008","NCC24"
"4009","SNU719"
"4010","SNU719"
"4011","SNU719"
"4012","NCC24"
"4013","SNU719"
"4014","NCC24"
"4015","SNU719"
"4016","SNU719"
"4017","SNU719"
"4018","NCC24"
"4019","SNU719"
"4020","SNU719"
"4021","SNU719"
"4022","SNU719"
"4023","NCC24"
"4024","SNU719"
"4025","SNU719"
"4026","SNU719"
"4027","NCC24"
"4028","NCC24"
"4029","SNU719"
"4030","SNU719"
"4031","SNU719"
"4032","SNU719"
"4033","SNU719"
"4034","SNU719"
"4035","SNU719"
"4036","SNU719"
"4037","NCC24"
"4038","SNU719"
"4039","SNU719"
"4040","SNU719"
"4041","NCC24"
"4042","SNU719"
"4043","SNU719"
"4044","NCC24"
"4045","NCC24"
"4046","NCC24"
"4047","SNU719"
"4048","SNU719"
"4049","NCC24"
"4050","SNU719"
"4051","SNU719"
"4052","SNU719"
"4053","SNU719"
"4054","SNU719"
"4055","SNU719"
"4056","SNU719"
"4057","SNU719"
"4058","SNU719"
"4059","SNU719"
"4060","SNU719"
"4061","SNU719"
"4062","SNU719"
"4063","SNU719"
"4064","SNU719"
"4065","SNU719"
"4066","NCC24"
"4067","SNU719"
"4068","NCC24"
"4069","SNU719"
"4070","NCC24"
"4071","SNU719"
"4072","SNU719"
"4073","SNU719"
"4074","NCC24"
"4075","SNU719"
"4076","SNU719"
"4077","NCC24"
"4078","SNU719"
"4079","SNU719"
"4080","SNU719"
"4081","SNU719"
"4082","SNU719"
"4083","SNU719"
"4084","NCC24"
"4085","SNU719"
"4086","NCC24"
"4087","NCC24"
"4088","NCC24"
"4089","NCC24"
"4090","SNU719"
"4091","SNU719"
"4092","SNU719"
"4093","SNU719"
"4094","SNU719"
"4095","NCC24"
"4096","SNU719"
"4097","SNU719"
"4098","SNU719"
"4099","SNU719"
"4100","SNU719"
"4101","SNU719"
"4102","SNU719"
"4103","SNU719"
"4104","NCC24"
"4105","SNU719"
"4106","SNU719"
"4107","SNU719"
"4108","SNU719"
"4109","SNU719"
"4110","NCC24"
"4111","SNU719"
"4112","SNU719"
"4113","SNU719"
"4114","SNU719"
"4115","NCC24"
"4116","SNU719"
"4117","SNU719"
"4118","SNU719"
"4119","NCC24"
"4120","NCC24"
"4121","SNU719"
"4122","SNU719"
"4123","SNU719"
"4124","NCC24"
"4125","SNU719"
"4126","NCC24"
"4127","NCC24"
"4128","NCC24"
"4129","SNU719"
"4130","NCC24"
"4131","NCC24"
"4132","SNU719"
"4133","SNU719"
"4134","SNU719"
"4135","NCC24"
"4136","NCC24"
"4137","NCC24"
"4138","NCC24"
"4139","SNU719"
"4140","NCC24"
"4141","SNU719"
"4142","NCC24"
"4143","SNU719"
"4144","SNU719"
"4145","NCC24"
"4146","SNU719"
"4147","SNU719"
"4148","SNU719"
"4149","SNU719"
"4150","SNU719"
"4151","SNU719"
"4152","SNU719"
"4153","NCC24"
"4154","SNU719"
"4155","NCC24"
"4156","NCC24"
"4157","SNU719"
"4158","NCC24"
"4159","NCC24"
"4160","SNU719"
"4161","SNU719"
"4162","NCC24"
"4163","SNU719"
"4164","SNU719"
"4165","NCC24"
"4166","SNU719"
"4167","SNU719"
"4168","SNU719"
"4169","SNU719"
"4170","NCC24"
"4171","SNU719"
"4172","NCC24"
"4173","SNU719"
"4174","SNU719"
"4175","SNU719"
"4176","SNU719"
"4177","SNU719"
"4178","NCC24"
"4179","SNU719"
"4180","SNU719"
"4181","SNU719"
"4182","NCC24"
"4183","SNU719"
"4184","SNU719"
"4185","SNU719"
"4186","SNU719"
"4187","SNU719"
"4188","NCC24"
"4189","SNU719"
"4190","SNU719"
"4191","SNU719"
"4192","SNU719"
"4193","SNU719"
"4194","SNU719"
"4195","NCC24"
"4196","SNU719"
"4197","SNU719"
"4198","SNU719"
"4199","SNU719"
"4200","SNU719"
"4201","SNU719"
"4202","SNU719"
"4203","SNU719"
"4204","SNU719"
"4205","NCC24"
"4206","SNU719"
"4207","SNU719"
"4208","SNU719"
"4209","SNU719"
"4210","SNU719"
"4211","NCC24"
"4212","SNU719"
"4213","NCC24"
"4214","SNU719"
"4215","SNU719"
"4216","SNU719"
"4217","SNU719"
"4218","SNU719"
"4219","SNU719"
"4220","SNU719"
"4221","SNU719"
"4222","SNU719"
"4223","SNU719"
"4224","NCC24"
"4225","SNU719"
"4226","NCC24"
"4227","SNU719"
"4228","SNU719"
"4229","NCC24"
"4230","NCC24"
"4231","SNU719"
"4232","SNU719"
"4233","SNU719"
"4234","SNU719"
"4235","NCC24"
"4236","NCC24"
"4237","SNU719"
"4238","SNU719"
"4239","SNU719"
"4240","SNU719"
"4241","SNU719"
"4242","NCC24"
"4243","NCC24"
"4244","SNU719"
"4245","SNU719"
"4246","SNU719"
"4247","NCC24"
"4248","NCC24"
"4249","SNU719"
"4250","SNU719"
"4251","SNU719"
"4252","SNU719"
"4253","NCC24"
"4254","NCC24"
"4255","NCC24"
"4256","SNU719"
"4257","NCC24"
"4258","SNU719"
"4259","SNU719"
"4260","SNU719"
"4261","SNU719"
"4262","NCC24"
"4263","NCC24"
"4264","NCC24"
"4265","SNU719"
"4266","SNU719"
"4267","SNU719"
"4268","NCC24"
"4269","SNU719"
"4270","SNU719"
"4271","SNU719"
"4272","SNU719"
"4273","SNU719"
"4274","SNU719"
"4275","SNU719"
"4276","SNU719"
"4277","SNU719"
"4278","NCC24"
"4279","SNU719"
"4280","SNU719"
"4281","NCC24"
"4282","NCC24"
"4283","SNU719"
"4284","SNU719"
"4285","SNU719"
"4286","SNU719"
"4287","SNU719"
"4288","SNU719"
"4289","SNU719"
"4290","NCC24"
"4291","SNU719"
"4292","SNU719"
"4293","SNU719"
"4294","SNU719"
