"","x"
"1497","NCC24"
"1498","SNU719"
"1499","SNU719"
"1500","NCC24"
"1501","SNU719"
"1502","SNU719"
"1503","NCC24"
"1504","SNU719"
"1505","SNU719"
"1506","SNU719"
"1507","SNU719"
"1508","SNU719"
"1509","NCC24"
"1510","SNU719"
"1511","NCC24"
"1512","NCC24"
"1513","NCC24"
"1514","SNU719"
"1515","NCC24"
"1516","NCC24"
"1517","NCC24"
"1518","SNU719"
"1519","NCC24"
"1520","SNU719"
"1521","SNU719"
"1522","NCC24"
"1523","NCC24"
"1524","SNU719"
"1525","NCC24"
"1526","NCC24"
"1527","SNU719"
"1528","SNU719"
"1529","SNU719"
"1530","SNU719"
"1531","NCC24"
"1532","SNU719"
"1533","NCC24"
"1534","SNU719"
"1535","NCC24"
"1536","SNU719"
"1537","SNU719"
"1538","SNU719"
"1539","SNU719"
"1540","SNU719"
"1541","SNU719"
"1542","SNU719"
"1543","SNU719"
"1544","SNU719"
"1545","SNU719"
"1546","SNU719"
"1547","SNU719"
"1548","NCC24"
"1549","SNU719"
"1550","SNU719"
"1551","SNU719"
"1552","SNU719"
"1553","SNU719"
"1554","SNU719"
"1555","SNU719"
"1556","SNU719"
"1557","SNU719"
"1558","SNU719"
"1559","NCC24"
"1560","SNU719"
"1561","SNU719"
"1562","NCC24"
"1563","SNU719"
"1564","NCC24"
"1565","NCC24"
"1566","SNU719"
"1567","SNU719"
"1568","NCC24"
"1569","SNU719"
"1570","SNU719"
"1571","NCC24"
"1572","SNU719"
"1573","SNU719"
"1574","SNU719"
"1575","NCC24"
"1576","SNU719"
"1577","SNU719"
"1578","SNU719"
"1579","SNU719"
"1580","NCC24"
"1581","NCC24"
"1582","SNU719"
"1583","SNU719"
"1584","SNU719"
"1585","NCC24"
"1586","SNU719"
"1587","NCC24"
"1588","SNU719"
"1589","SNU719"
"1590","SNU719"
"1591","SNU719"
"1592","SNU719"
"1593","SNU719"
"1594","SNU719"
"1595","SNU719"
"1596","SNU719"
"1597","NCC24"
"1598","SNU719"
"1599","NCC24"
"1600","NCC24"
"1601","NCC24"
"1602","SNU719"
"1603","SNU719"
"1604","SNU719"
"1605","NCC24"
"1606","SNU719"
"1607","SNU719"
"1608","SNU719"
"1609","SNU719"
"1610","SNU719"
"1611","SNU719"
"1612","SNU719"
"1613","SNU719"
"1614","SNU719"
"1615","SNU719"
"1616","SNU719"
"1617","NCC24"
"1618","NCC24"
"1619","SNU719"
"1620","NCC24"
"1621","NCC24"
"1622","NCC24"
"1623","SNU719"
"1624","SNU719"
"1625","SNU719"
"1626","SNU719"
"1627","NCC24"
"1628","SNU719"
"1629","NCC24"
"1630","SNU719"
"1631","NCC24"
"1632","SNU719"
"1633","SNU719"
"1634","NCC24"
"1635","SNU719"
"1636","SNU719"
"1637","NCC24"
"1638","SNU719"
"1639","NCC24"
"1640","SNU719"
"1641","SNU719"
"1642","SNU719"
"1643","NCC24"
"1644","SNU719"
"1645","NCC24"
"1646","SNU719"
"1647","NCC24"
"1648","SNU719"
"1649","SNU719"
"1650","SNU719"
"1651","NCC24"
"1652","SNU719"
"1653","NCC24"
"1654","SNU719"
"1655","NCC24"
"1656","SNU719"
"1657","NCC24"
"1658","SNU719"
"1659","NCC24"
"1660","SNU719"
"1661","NCC24"
"1662","SNU719"
"1663","SNU719"
"1664","NCC24"
"1665","SNU719"
"1666","SNU719"
"1667","SNU719"
"1668","SNU719"
"1669","SNU719"
"1670","NCC24"
"1671","SNU719"
"1672","SNU719"
"1673","SNU719"
"1674","NCC24"
"1675","SNU719"
"1676","NCC24"
"1677","SNU719"
"1678","SNU719"
"1679","NCC24"
"1680","SNU719"
"1681","SNU719"
"1682","NCC24"
"1683","SNU719"
"1684","NCC24"
"1685","SNU719"
"1686","SNU719"
"1687","NCC24"
"1688","NCC24"
"1689","SNU719"
"1690","SNU719"
"1691","NCC24"
"1692","NCC24"
"1693","SNU719"
"1694","SNU719"
"1695","SNU719"
"1696","SNU719"
"1697","SNU719"
"1698","NCC24"
"1699","NCC24"
"1700","NCC24"
"1701","SNU719"
"1702","SNU719"
"1703","SNU719"
"1704","SNU719"
"1705","SNU719"
"1706","SNU719"
"1707","SNU719"
"1708","NCC24"
"1709","SNU719"
"1710","NCC24"
"1711","SNU719"
"1712","SNU719"
"1713","SNU719"
"1714","SNU719"
"1715","SNU719"
"1716","SNU719"
"1717","NCC24"
"1718","SNU719"
"1719","NCC24"
"1720","NCC24"
"1721","NCC24"
"1722","SNU719"
"1723","NCC24"
"1724","SNU719"
"1725","SNU719"
"1726","SNU719"
"1727","SNU719"
"1728","SNU719"
"1729","SNU719"
"1730","NCC24"
"1731","SNU719"
"1732","NCC24"
"1733","NCC24"
"1734","SNU719"
"1735","SNU719"
"1736","SNU719"
"1737","SNU719"
"1738","NCC24"
"1739","SNU719"
"1740","SNU719"
"1741","SNU719"
"1742","SNU719"
"1743","SNU719"
"1744","SNU719"
"1745","SNU719"
"1746","SNU719"
"1747","SNU719"
"1748","NCC24"
"1749","SNU719"
"1750","SNU719"
"1751","NCC24"
"1752","NCC24"
"1753","SNU719"
"1754","SNU719"
"1755","SNU719"
"1756","SNU719"
"1757","SNU719"
"1758","SNU719"
"1759","SNU719"
"1760","SNU719"
"1761","SNU719"
"1762","SNU719"
"1763","SNU719"
"1764","SNU719"
"1765","SNU719"
"1766","SNU719"
"1767","NCC24"
"1768","SNU719"
"1769","SNU719"
"1770","SNU719"
"1771","SNU719"
"1772","SNU719"
"1773","SNU719"
"1774","SNU719"
"1775","SNU719"
"1776","SNU719"
"1777","SNU719"
"1778","NCC24"
"1779","NCC24"
"1780","SNU719"
"1781","SNU719"
"1782","SNU719"
"1783","NCC24"
"1784","SNU719"
"1785","NCC24"
"1786","NCC24"
"1787","SNU719"
"1788","SNU719"
"1789","SNU719"
"1790","NCC24"
"1791","SNU719"
"1792","SNU719"
"1793","SNU719"
"1794","SNU719"
"1795","SNU719"
"1796","NCC24"
"1797","SNU719"
"1798","SNU719"
"1799","SNU719"
"1800","NCC24"
"1801","SNU719"
"1802","NCC24"
"1803","SNU719"
"1804","SNU719"
"1805","SNU719"
"1806","SNU719"
"1807","SNU719"
"1808","NCC24"
"1809","SNU719"
"1810","SNU719"
"1811","SNU719"
"1812","NCC24"
"1813","SNU719"
"1814","SNU719"
"1815","SNU719"
"1816","SNU719"
"1817","SNU719"
"1818","SNU719"
"1819","NCC24"
"1820","SNU719"
"1821","SNU719"
"1822","SNU719"
"1823","SNU719"
"1824","SNU719"
"1825","SNU719"
"1826","SNU719"
"1827","SNU719"
"1828","NCC24"
"1829","NCC24"
"1830","NCC24"
"1831","SNU719"
"1832","SNU719"
"1833","SNU719"
"1834","SNU719"
"1835","SNU719"
"1836","NCC24"
"1837","SNU719"
"1838","NCC24"
"1839","SNU719"
"1840","NCC24"
"1841","SNU719"
"1842","NCC24"
"1843","SNU719"
"1844","SNU719"
"1845","SNU719"
"1846","SNU719"
"1847","SNU719"
"1848","NCC24"
"1849","NCC24"
"1850","SNU719"
"1851","NCC24"
"1852","NCC24"
"1853","SNU719"
"1854","SNU719"
"1855","SNU719"
"1856","SNU719"
"1857","NCC24"
"1858","SNU719"
"1859","NCC24"
"1860","SNU719"
"1861","SNU719"
"1862","NCC24"
"1863","SNU719"
"1864","SNU719"
"1865","SNU719"
"1866","SNU719"
"1867","SNU719"
"1868","NCC24"
"1869","SNU719"
"1870","SNU719"
"1871","NCC24"
"1872","SNU719"
"1873","NCC24"
"1874","SNU719"
"1875","SNU719"
"1876","SNU719"
"1877","SNU719"
"1878","SNU719"
"1879","SNU719"
"1880","SNU719"
"1881","SNU719"
"1882","SNU719"
"1883","NCC24"
"1884","SNU719"
"1885","NCC24"
"1886","NCC24"
"1887","NCC24"
"1888","SNU719"
"1889","SNU719"
"1890","NCC24"
"1891","SNU719"
"1892","SNU719"
"1893","NCC24"
"1894","SNU719"
"1895","SNU719"
"1896","NCC24"
"1897","SNU719"
"1898","NCC24"
"1899","SNU719"
"1900","NCC24"
"1901","SNU719"
"1902","SNU719"
"1903","NCC24"
"1904","NCC24"
"1905","SNU719"
"1906","SNU719"
"1907","SNU719"
"1908","SNU719"
"1909","SNU719"
"1910","SNU719"
"1911","NCC24"
"1912","NCC24"
"1913","SNU719"
"1914","SNU719"
"1915","NCC24"
"1916","SNU719"
"1917","NCC24"
"1918","SNU719"
"1919","SNU719"
"1920","SNU719"
"1921","SNU719"
"1922","NCC24"
"1923","SNU719"
"1924","SNU719"
"1925","SNU719"
"1926","NCC24"
"1927","NCC24"
"1928","SNU719"
"1929","SNU719"
"1930","NCC24"
"1931","SNU719"
"1932","NCC24"
"1933","NCC24"
"1934","SNU719"
"1935","SNU719"
"1936","SNU719"
"1937","SNU719"
"1938","SNU719"
"1939","SNU719"
"1940","SNU719"
"1941","SNU719"
"1942","SNU719"
"1943","NCC24"
"1944","NCC24"
"1945","SNU719"
"1946","SNU719"
"1947","SNU719"
"1948","NCC24"
"1949","SNU719"
"1950","NCC24"
"1951","NCC24"
"1952","NCC24"
"1953","SNU719"
"1954","SNU719"
"1955","SNU719"
"1956","NCC24"
"1957","NCC24"
"1958","SNU719"
"1959","SNU719"
"1960","SNU719"
"1961","NCC24"
"1962","NCC24"
"1963","SNU719"
"1964","NCC24"
"1965","SNU719"
"1966","SNU719"
"1967","NCC24"
"1968","SNU719"
"1969","SNU719"
"1970","SNU719"
"1971","SNU719"
"1972","NCC24"
"1973","SNU719"
"1974","SNU719"
"1975","SNU719"
"1976","NCC24"
"1977","SNU719"
"1978","SNU719"
"1979","SNU719"
"1980","SNU719"
"1981","SNU719"
"1982","SNU719"
"1983","NCC24"
"1984","SNU719"
"1985","SNU719"
"1986","SNU719"
"1987","SNU719"
"1988","SNU719"
"1989","NCC24"
"1990","NCC24"
"1991","NCC24"
"1992","NCC24"
"1993","NCC24"
"1994","SNU719"
"1995","NCC24"
"1996","SNU719"
"1997","SNU719"
"1998","NCC24"
"1999","NCC24"
"2000","SNU719"
"2001","NCC24"
"2002","SNU719"
"2003","SNU719"
"2004","SNU719"
"2005","SNU719"
"2006","NCC24"
"2007","SNU719"
"2008","SNU719"
"2009","SNU719"
"2010","SNU719"
"2011","NCC24"
"2012","NCC24"
"2013","SNU719"
"2014","NCC24"
"2015","NCC24"
"2016","SNU719"
"2017","SNU719"
"2018","SNU719"
"2019","NCC24"
"2020","SNU719"
"2021","NCC24"
"2022","NCC24"
"2023","SNU719"
"2024","SNU719"
"2025","SNU719"
"2026","NCC24"
"2027","SNU719"
"2028","SNU719"
"2029","NCC24"
"2030","NCC24"
"2031","SNU719"
"2032","NCC24"
"2033","SNU719"
"2034","SNU719"
"2035","SNU719"
"2036","NCC24"
"2037","SNU719"
"2038","SNU719"
"2039","SNU719"
"2040","SNU719"
"2041","SNU719"
"2042","SNU719"
"2043","SNU719"
"2044","NCC24"
"2045","NCC24"
"2046","SNU719"
"2047","SNU719"
"2048","SNU719"
"2049","SNU719"
"2050","SNU719"
"2051","SNU719"
"2052","NCC24"
"2053","SNU719"
"2054","SNU719"
"2055","SNU719"
"2056","NCC24"
"2057","NCC24"
"2058","SNU719"
"2059","NCC24"
"2060","SNU719"
"2061","NCC24"
"2062","SNU719"
"2063","SNU719"
"2064","SNU719"
"2065","NCC24"
"2066","NCC24"
"2067","SNU719"
"2068","NCC24"
"2069","SNU719"
"2070","NCC24"
"2071","NCC24"
"2072","SNU719"
"2073","NCC24"
"2074","SNU719"
"2075","SNU719"
"2076","SNU719"
"2077","NCC24"
"2078","SNU719"
"2079","SNU719"
"2080","SNU719"
"2081","SNU719"
"2082","SNU719"
"2083","SNU719"
"2084","SNU719"
"2085","NCC24"
"2086","SNU719"
"2087","SNU719"
"2088","NCC24"
"2089","NCC24"
"2090","SNU719"
"2091","SNU719"
"2092","SNU719"
"2093","NCC24"
"2094","SNU719"
"2095","SNU719"
"2096","SNU719"
"2097","SNU719"
"2098","SNU719"
"2099","SNU719"
"2100","SNU719"
"2101","NCC24"
"2102","SNU719"
"2103","NCC24"
"2104","SNU719"
"2105","SNU719"
"2106","NCC24"
"2107","NCC24"
"2108","SNU719"
"2109","SNU719"
"2110","NCC24"
"2111","SNU719"
"2112","NCC24"
"2113","SNU719"
"2114","SNU719"
"2115","SNU719"
"2116","NCC24"
"2117","SNU719"
"2118","NCC24"
"2119","SNU719"
"2120","SNU719"
"2121","SNU719"
"2122","NCC24"
"2123","SNU719"
"2124","NCC24"
"2125","NCC24"
"2126","SNU719"
"2127","NCC24"
"2128","NCC24"
"2129","NCC24"
"2130","SNU719"
"2131","SNU719"
"2132","SNU719"
"2133","SNU719"
"2134","SNU719"
"2135","SNU719"
"2136","SNU719"
"2137","NCC24"
"2138","NCC24"
"2139","SNU719"
"2140","SNU719"
"2141","SNU719"
"2142","SNU719"
"2143","NCC24"
"2144","SNU719"
"2145","NCC24"
"2146","NCC24"
"2147","SNU719"
"2148","NCC24"
"2149","SNU719"
"2150","NCC24"
"2151","NCC24"
"2152","SNU719"
"2153","SNU719"
"2154","SNU719"
"2155","SNU719"
"2156","NCC24"
"2157","NCC24"
"2158","SNU719"
"2159","SNU719"
"2160","SNU719"
"2161","SNU719"
"2162","SNU719"
"2163","NCC24"
"2164","SNU719"
"2165","NCC24"
"2166","SNU719"
"2167","NCC24"
"2168","SNU719"
"2169","SNU719"
"2170","NCC24"
"2171","SNU719"
"2172","SNU719"
"2173","SNU719"
"2174","SNU719"
"2175","SNU719"
"2176","NCC24"
"2177","SNU719"
"2178","NCC24"
"2179","SNU719"
"2180","SNU719"
"2181","SNU719"
"2182","SNU719"
"2183","SNU719"
"2184","SNU719"
"2185","NCC24"
"2186","SNU719"
"2187","SNU719"
"2188","SNU719"
"2189","SNU719"
"2190","SNU719"
"2191","SNU719"
"2192","SNU719"
"2193","SNU719"
"2194","SNU719"
"2195","SNU719"
"2196","SNU719"
"2197","NCC24"
"2198","NCC24"
"2199","SNU719"
"2200","NCC24"
"2201","NCC24"
"2202","NCC24"
"2203","SNU719"
"2204","NCC24"
"2205","SNU719"
"2206","SNU719"
"2207","NCC24"
"2208","SNU719"
"2209","NCC24"
"2210","NCC24"
"2211","SNU719"
"2212","SNU719"
"2213","NCC24"
"2214","SNU719"
"2215","SNU719"
"2216","SNU719"
"2217","SNU719"
"2218","NCC24"
"2219","SNU719"
"2220","NCC24"
"2221","SNU719"
"2222","SNU719"
"2223","SNU719"
"2224","NCC24"
"2225","NCC24"
"2226","SNU719"
"2227","SNU719"
"2228","NCC24"
"2229","SNU719"
"2230","SNU719"
"2231","NCC24"
"2232","SNU719"
"2233","SNU719"
"2234","SNU719"
"2235","SNU719"
"2236","NCC24"
"2237","NCC24"
"2238","NCC24"
"2239","NCC24"
"2240","SNU719"
"2241","SNU719"
"2242","NCC24"
"2243","SNU719"
"2244","SNU719"
"2245","NCC24"
"2246","SNU719"
"2247","NCC24"
"2248","SNU719"
"2249","NCC24"
"2250","NCC24"
"2251","SNU719"
"2252","NCC24"
"2253","SNU719"
"2254","SNU719"
"2255","SNU719"
"2256","SNU719"
"2257","NCC24"
"2258","SNU719"
"2259","SNU719"
"2260","NCC24"
"2261","NCC24"
"2262","SNU719"
"2263","NCC24"
"2264","SNU719"
"2265","SNU719"
"2266","SNU719"
"2267","SNU719"
"2268","SNU719"
"2269","SNU719"
"2270","SNU719"
"2271","SNU719"
"2272","NCC24"
"2273","SNU719"
"2274","SNU719"
"2275","SNU719"
"2276","NCC24"
"2277","NCC24"
"2278","SNU719"
"2279","NCC24"
"2280","SNU719"
"2281","SNU719"
"2282","SNU719"
"2283","SNU719"
"2284","SNU719"
"2285","SNU719"
"2286","NCC24"
"2287","NCC24"
"2288","SNU719"
"2289","SNU719"
"2290","NCC24"
"2291","NCC24"
"2292","SNU719"
"2293","SNU719"
"2294","SNU719"
"2295","SNU719"
"2296","SNU719"
"2297","SNU719"
"2298","SNU719"
"2299","SNU719"
"2300","SNU719"
"2301","NCC24"
"2302","SNU719"
"2303","SNU719"
"2304","NCC24"
"2305","NCC24"
"2306","SNU719"
"2307","SNU719"
"2308","NCC24"
"2309","NCC24"
"2310","NCC24"
"2311","SNU719"
"2312","SNU719"
"2313","NCC24"
"2314","SNU719"
"2315","SNU719"
"2316","SNU719"
"2317","SNU719"
"2318","SNU719"
"2319","SNU719"
"2320","SNU719"
"2321","NCC24"
"2322","SNU719"
"2323","SNU719"
"2324","SNU719"
"2325","NCC24"
"2326","SNU719"
"2327","SNU719"
"2328","SNU719"
"2329","SNU719"
"2330","NCC24"
"2331","SNU719"
"2332","SNU719"
"2333","NCC24"
"2334","SNU719"
"2335","NCC24"
"2336","SNU719"
"2337","SNU719"
"2338","SNU719"
"2339","NCC24"
"2340","SNU719"
"2341","NCC24"
"2342","NCC24"
"2343","SNU719"
"2344","NCC24"
"2345","NCC24"
"2346","SNU719"
"2347","NCC24"
"2348","SNU719"
"2349","SNU719"
"2350","SNU719"
"2351","SNU719"
"2352","NCC24"
"2353","SNU719"
"2354","SNU719"
"2355","SNU719"
"2356","SNU719"
"2357","NCC24"
"2358","SNU719"
"2359","SNU719"
"2360","NCC24"
"2361","SNU719"
"2362","NCC24"
"2363","SNU719"
"2364","SNU719"
"2365","NCC24"
"2366","NCC24"
"2367","SNU719"
"2368","NCC24"
"2369","NCC24"
"2370","NCC24"
"2371","NCC24"
"2372","SNU719"
"2373","NCC24"
"2374","SNU719"
"2375","SNU719"
"2376","NCC24"
"2377","SNU719"
"2378","SNU719"
"2379","SNU719"
"2380","SNU719"
"2381","SNU719"
"2382","SNU719"
"2383","SNU719"
"2384","SNU719"
"2385","SNU719"
"2386","SNU719"
"2387","NCC24"
"2388","SNU719"
"2389","SNU719"
"2390","SNU719"
"2391","SNU719"
"2392","SNU719"
"2393","SNU719"
"2394","SNU719"
"2395","SNU719"
"2396","NCC24"
"2397","SNU719"
"2398","NCC24"
"2399","SNU719"
"2400","SNU719"
"2401","SNU719"
"2402","SNU719"
"2403","SNU719"
"2404","SNU719"
"2405","SNU719"
"2406","SNU719"
"2407","NCC24"
"2408","SNU719"
"2409","NCC24"
"2410","SNU719"
"2411","SNU719"
"2412","NCC24"
"2413","SNU719"
"2414","NCC24"
"2415","NCC24"
"2416","NCC24"
"2417","SNU719"
"2418","NCC24"
"2419","SNU719"
"2420","SNU719"
"2421","SNU719"
"2422","NCC24"
"2423","NCC24"
"2424","SNU719"
"2425","SNU719"
"2426","SNU719"
"2427","SNU719"
"2428","SNU719"
"2429","NCC24"
"2430","SNU719"
"2431","SNU719"
"2432","NCC24"
"2433","SNU719"
"2434","NCC24"
"2435","SNU719"
"2436","NCC24"
"2437","SNU719"
"2438","NCC24"
"2439","NCC24"
"2440","SNU719"
"2441","SNU719"
"2442","NCC24"
"2443","SNU719"
"2444","SNU719"
"2445","SNU719"
"2446","NCC24"
"2447","SNU719"
"2448","SNU719"
"2449","NCC24"
"2450","NCC24"
"2451","SNU719"
"2452","SNU719"
"2453","SNU719"
"2454","SNU719"
"2455","SNU719"
"2456","SNU719"
"2457","NCC24"
"2458","SNU719"
"2459","SNU719"
"2460","SNU719"
"2461","SNU719"
"2462","SNU719"
"2463","SNU719"
"2464","NCC24"
"2465","SNU719"
"2466","SNU719"
"2467","NCC24"
"2468","SNU719"
"2469","SNU719"
"2470","SNU719"
"2471","SNU719"
"2472","SNU719"
"2473","SNU719"
"2474","SNU719"
"2475","SNU719"
"2476","NCC24"
"2477","NCC24"
"2478","NCC24"
"2479","NCC24"
"2480","NCC24"
"2481","NCC24"
"2482","SNU719"
"2483","SNU719"
"2484","SNU719"
"2485","SNU719"
"2486","NCC24"
"2487","SNU719"
"2488","SNU719"
"2489","SNU719"
"2490","SNU719"
"2491","SNU719"
"2492","SNU719"
"2493","SNU719"
"2494","SNU719"
"2495","NCC24"
"2496","SNU719"
"2497","SNU719"
"2498","SNU719"
"2499","SNU719"
"2500","SNU719"
"2501","SNU719"
"2502","SNU719"
"2503","SNU719"
"2504","SNU719"
"2505","SNU719"
"2506","NCC24"
"2507","SNU719"
"2508","SNU719"
"2509","SNU719"
"2510","SNU719"
"2511","NCC24"
"2512","SNU719"
"2513","SNU719"
"2514","SNU719"
"2515","SNU719"
"2516","NCC24"
"2517","SNU719"
"2518","SNU719"
"2519","NCC24"
"2520","SNU719"
"2521","NCC24"
"2522","SNU719"
"2523","SNU719"
"2524","NCC24"
"2525","SNU719"
"2526","SNU719"
"2527","SNU719"
"2528","SNU719"
"2529","SNU719"
"2530","SNU719"
"2531","SNU719"
"2532","SNU719"
"2533","SNU719"
"2534","NCC24"
"2535","SNU719"
"2536","NCC24"
"2537","NCC24"
"2538","SNU719"
"2539","SNU719"
"2540","SNU719"
"2541","NCC24"
"2542","NCC24"
"2543","SNU719"
"2544","NCC24"
"2545","SNU719"
"2546","SNU719"
"2547","SNU719"
"2548","NCC24"
"2549","SNU719"
"2550","SNU719"
"2551","SNU719"
"2552","SNU719"
"2553","SNU719"
"2554","SNU719"
"2555","SNU719"
"2556","SNU719"
"2557","NCC24"
"2558","NCC24"
"2559","SNU719"
"2560","SNU719"
"2561","SNU719"
"2562","SNU719"
"2563","SNU719"
"2564","NCC24"
"2565","NCC24"
"2566","NCC24"
"2567","SNU719"
"2568","SNU719"
"2569","SNU719"
"2570","SNU719"
"2571","SNU719"
"2572","NCC24"
"2573","SNU719"
"2574","SNU719"
"2575","NCC24"
"2576","NCC24"
"2577","NCC24"
"2578","SNU719"
"2579","NCC24"
"2580","SNU719"
"2581","SNU719"
"2582","NCC24"
"2583","SNU719"
"2584","SNU719"
"2585","SNU719"
"2586","SNU719"
"2587","SNU719"
"2588","SNU719"
"2589","NCC24"
"2590","NCC24"
"2591","SNU719"
"2592","SNU719"
"2593","NCC24"
"2594","SNU719"
"2595","SNU719"
"2596","SNU719"
"2597","SNU719"
"2598","NCC24"
"2599","SNU719"
"2600","NCC24"
"2601","NCC24"
"2602","NCC24"
"2603","SNU719"
"2604","NCC24"
"2605","NCC24"
"2606","NCC24"
"2607","NCC24"
"2608","SNU719"
"2609","SNU719"
"2610","NCC24"
"2611","SNU719"
"2612","SNU719"
"2613","SNU719"
"2614","NCC24"
"2615","SNU719"
"2616","SNU719"
"2617","SNU719"
"2618","NCC24"
"2619","NCC24"
"2620","SNU719"
"2621","NCC24"
"2622","NCC24"
"2623","SNU719"
"2624","SNU719"
"2625","SNU719"
"2626","SNU719"
"2627","SNU719"
"2628","NCC24"
"2629","SNU719"
"2630","SNU719"
"2631","NCC24"
"2632","SNU719"
"2633","SNU719"
"2634","SNU719"
"2635","SNU719"
"2636","SNU719"
"2637","SNU719"
"2638","SNU719"
"2639","SNU719"
"2640","SNU719"
"2641","SNU719"
"2642","SNU719"
"2643","SNU719"
"2644","SNU719"
"2645","SNU719"
"2646","SNU719"
"2647","NCC24"
"2648","SNU719"
"2649","SNU719"
"2650","NCC24"
"2651","SNU719"
"2652","SNU719"
"2653","NCC24"
"2654","SNU719"
"2655","SNU719"
"2656","NCC24"
"2657","SNU719"
"2658","NCC24"
"2659","NCC24"
"2660","SNU719"
"2661","NCC24"
"2662","SNU719"
"2663","NCC24"
"2664","SNU719"
"2665","SNU719"
"2666","SNU719"
"2667","SNU719"
"2668","NCC24"
"2669","SNU719"
"2670","NCC24"
"2671","SNU719"
"2672","SNU719"
"2673","SNU719"
"2674","SNU719"
"2675","SNU719"
"2676","SNU719"
"2677","NCC24"
"2678","SNU719"
"2679","SNU719"
"2680","NCC24"
"2681","SNU719"
"2682","SNU719"
"2683","SNU719"
"2684","NCC24"
"2685","SNU719"
"2686","SNU719"
"2687","SNU719"
"2688","NCC24"
"2689","SNU719"
"2690","SNU719"
"2691","NCC24"
"2692","SNU719"
"2693","NCC24"
"2694","NCC24"
"2695","NCC24"
"2696","SNU719"
"2697","SNU719"
"2698","SNU719"
"2699","NCC24"
"2700","SNU719"
"2701","NCC24"
"2702","SNU719"
"2703","SNU719"
"2704","SNU719"
"2705","NCC24"
"2706","SNU719"
"2707","SNU719"
"2708","SNU719"
"2709","SNU719"
"2710","SNU719"
"2711","SNU719"
"2712","SNU719"
"2713","SNU719"
"2714","SNU719"
"2715","SNU719"
"2716","SNU719"
"2717","NCC24"
"2718","NCC24"
"2719","NCC24"
"2720","SNU719"
"2721","SNU719"
"2722","SNU719"
"2723","SNU719"
"2724","NCC24"
"2725","SNU719"
"2726","SNU719"
"2727","NCC24"
"2728","SNU719"
"2729","NCC24"
"2730","NCC24"
"2731","SNU719"
"2732","SNU719"
"2733","NCC24"
"2734","NCC24"
"2735","NCC24"
"2736","SNU719"
"2737","SNU719"
"2738","SNU719"
"2739","NCC24"
"2740","SNU719"
"2741","SNU719"
"2742","SNU719"
"2743","SNU719"
"2744","SNU719"
"2745","SNU719"
"2746","SNU719"
"2747","SNU719"
"2748","NCC24"
"2749","NCC24"
"2750","NCC24"
"2751","NCC24"
"2752","SNU719"
"2753","SNU719"
"2754","SNU719"
"2755","SNU719"
"2756","NCC24"
"2757","SNU719"
"2758","NCC24"
"2759","SNU719"
"2760","SNU719"
"2761","SNU719"
"2762","NCC24"
"2763","SNU719"
"2764","SNU719"
"2765","SNU719"
"2766","SNU719"
"2767","SNU719"
"2768","SNU719"
"2769","SNU719"
"2770","SNU719"
"2771","NCC24"
"2772","NCC24"
"2773","NCC24"
"2774","NCC24"
"2775","SNU719"
"2776","SNU719"
"2777","SNU719"
"2778","SNU719"
"2779","SNU719"
"2780","SNU719"
"2781","SNU719"
"2782","NCC24"
"2783","SNU719"
"2784","SNU719"
"2785","NCC24"
"2786","SNU719"
"2787","NCC24"
"2788","SNU719"
"2789","SNU719"
"2790","SNU719"
"2791","NCC24"
"2792","NCC24"
"2793","SNU719"
"2794","SNU719"
"2795","NCC24"
"2796","NCC24"
"2797","SNU719"
"2798","NCC24"
"2799","SNU719"
"2800","SNU719"
"2801","SNU719"
"2802","SNU719"
"2803","SNU719"
"2804","SNU719"
"2805","SNU719"
"2806","SNU719"
"2807","SNU719"
"2808","SNU719"
"2809","SNU719"
"2810","NCC24"
"2811","SNU719"
"2812","SNU719"
"2813","SNU719"
"2814","SNU719"
"2815","SNU719"
"2816","NCC24"
"2817","SNU719"
"2818","SNU719"
"2819","NCC24"
"2820","SNU719"
"2821","SNU719"
"2822","SNU719"
"2823","SNU719"
"2824","SNU719"
"2825","SNU719"
"2826","SNU719"
"2827","SNU719"
"2828","SNU719"
"2829","SNU719"
"2830","NCC24"
"2831","SNU719"
"2832","SNU719"
"2833","SNU719"
"2834","SNU719"
"2835","SNU719"
"2836","SNU719"
"2837","NCC24"
"2838","NCC24"
"2839","SNU719"
"2840","NCC24"
"2841","SNU719"
"2842","SNU719"
"2843","NCC24"
"2844","SNU719"
"2845","SNU719"
"2846","SNU719"
"2847","SNU719"
"2848","SNU719"
"2849","SNU719"
"2850","SNU719"
"2851","NCC24"
"2852","SNU719"
"2853","SNU719"
"2854","NCC24"
"2855","SNU719"
"2856","NCC24"
"2857","NCC24"
"2858","SNU719"
"2859","SNU719"
"2860","NCC24"
"2861","NCC24"
"2862","SNU719"
"2863","NCC24"
"2864","NCC24"
"2865","SNU719"
"2866","NCC24"
"2867","NCC24"
"2868","NCC24"
"2869","NCC24"
"2870","SNU719"
"2871","SNU719"
"2872","NCC24"
"2873","SNU719"
"2874","SNU719"
"2875","NCC24"
"2876","NCC24"
"2877","NCC24"
"2878","NCC24"
"2879","SNU719"
"2880","NCC24"
"2881","SNU719"
"2882","NCC24"
"2883","SNU719"
"2884","NCC24"
"2885","SNU719"
"2886","SNU719"
"2887","NCC24"
"2888","NCC24"
"2889","NCC24"
"2890","SNU719"
"2891","SNU719"
"2892","SNU719"
"2893","SNU719"
"2894","NCC24"
"2895","SNU719"
