Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000128310,GALR3,0.00020646930121026824,-0.6033508691096845,0.8025858533611496,0.0004182366470793096,0.6033508691096845,0.8025858533611494
ENSG00000100124,ANKRD54,0.0305574565791197,-0.25043095975869534,0.6325711105425442,0.03638658829589994,0.25043095975869534,0.6325711105425442
ENSG00000100129,EIF3L,0.19139704222191867,-0.6542628225017781,0.03737142738694118,0.3013395042206426,0.6542628225017781,0.03737142738694118
ENSG00000100139,MICALL1,0.03530625050695587,-0.37348332721108957,0.3972448056501208,0.045796912855184405,0.37348332721108957,0.3972448056501208
ENSG00000128346,C22orf23,0.00020646930121026824,-1.6033508691096845,0.2938490424148639,0.001045591617698274,1.6033508691096845,0.2938490424148639
ENSG00000272582,AL031587.3,0.00020646930121026824,-1.6033508691096845,0.2938490424148639,0.001045591617698274,1.6033508691096845,0.2938490424148639
ENSG00000100142,POLR2F,0.3148656843456591,-0.4645231644123675,0.17236084991633144,0.4345478763154027,0.4645231644123675,0.17236084991633144
ENSG00000100146,SOX10,0.0,-1.6033508691096845,0.4637432404049002,0.0004182366470793096,1.6033508691096845,0.4637432404049002
ENSG00000100151,PICK1,0.017756359904083068,0.1391529085979526,0.8699803291236194,0.01610211091255342,-0.1391529085979526,0.8699803291236199
ENSG00000100156,SLC16A8,0.000825877204841073,-1.3968999916422593,0.1661528611497786,0.0025094198824758577,1.3968999916422593,0.1661528611497786
ENSG00000128298,BAIAP2L2,0.016311074795611193,2.4961848044412305,2.3194759365731968e-07,0.0027185382060155128,-2.4961848044412305,2.3194759365731968e-07
ENSG00000272720,AL022322.1,0.006400548337518316,0.07472103600295377,1.0,0.00606443138264999,-0.07472103600295377,1.0
ENSG00000184381,PLA2G6,0.0037164474217848287,1.6445766443339016,0.0613278439586985,0.001045591617698274,-1.6445766443339016,0.0613278439586985
ENSG00000279080,AL022322.2,0.007845833445990194,1.019086337030135,0.09590195616375272,0.003764129823713787,-1.019086337030135,0.09590195616375265
ENSG00000185022,MAFF,0.02973157937427863,-0.7809937837128338,0.027117136535465325,0.05123398926721543,0.7809937837128338,0.027117136535465325
ENSG00000198792,TMEM184B,0.03406743469969426,-0.2799735575852518,0.5676912441722018,0.04140542806085166,0.2799735575852518,0.5676912441722018
ENSG00000213923,CSNK1E,0.13358563788304356,-0.6643803025072441,0.03612748781250689,0.21183686174567035,0.6643803025072441,0.03612748781250689
ENSG00000283900,TPTEP2-CSNK1E,0.0018582237108924144,-0.28142277422232276,0.866495209561675,0.002300301558936203,0.28142277422232276,0.8664952095616746
ENSG00000168135,KCNJ4,0.0,-1.0183883683885284,0.6973682268498858,0.0002091183235396548,1.0183883683885284,0.6973682268498858
ENSG00000100196,KDELR3,0.08423947489378945,0.2825292332062963,0.5164431886593394,0.06921816509162575,-0.2825292332062963,0.5164431886593394
ENSG00000100201,DDX17,0.4643494584218933,-0.06507343568865709,0.9373341049574795,0.48578186558261816,0.06507343568865709,0.9373341049574795
ENSG00000100206,DMC1,0.007639364144779925,1.3226485494465399,0.02937518481025219,0.0029276565295551673,-1.3226485494465399,0.02937518481025219
ENSG00000184949,FAM227A,0.00474879392783617,-1.6033508691096845,0.000520363614694424,0.014847400971315492,1.6033508691096845,0.000520363614694424
ENSG00000100211,CBY1,0.025602193350073264,0.0894149211459867,0.9281705808418008,0.024048607207060306,-0.0894149211459867,0.9281705808418008
ENSG00000228274,AL021707.2,0.001651754409682146,-0.9359262081965554,0.3134061700762998,0.003345893176634477,0.9359262081965554,0.31340617007630034
ENSG00000100216,TOMM22,0.27212653899513356,-0.508806685164249,0.1262197784789357,0.3872871351954407,0.508806685164249,0.12621977847893578
ENSG00000100221,JOSD1,0.09022708462888723,0.7120045718541919,0.0339666629188768,0.05499811909092922,-0.7120045718541919,0.0339666629188768
ENSG00000100226,GTPBP1,0.02498278544644246,0.06685891822998347,0.9789706073108222,0.02383948888352065,-0.06685891822998347,0.9789706073108222
ENSG00000244491,AL021707.5,0.00020646930121026824,0.9816116316114716,1.0,0.0,-0.9816116316114716,1.0
ENSG00000100242,SUN2,0.02973157937427863,0.6696676252967313,0.11186233733364268,0.01861153079502928,-0.6696676252967313,0.11186233733364268
ENSG00000230149,AL021707.3,0.00020646930121026824,0.9816116316114716,1.0,0.0,-0.9816116316114716,1.0
ENSG00000225450,AL021707.1,0.0004129386024205365,1.5665741323326277,0.6979369433251009,0.0,-1.5665741323326277,0.6979369433250996
ENSG00000272669,AL021707.6,0.0028905702169437554,0.18806250907889854,0.9942930119034045,0.0025094198824758577,-0.18806250907889854,0.9942930119034045
ENSG00000273076,AL021707.7,0.0,-1.0183883683885284,0.6973682268498858,0.0002091183235396548,1.0183883683885284,0.6973682268498858
